Statement,Correct,n,Fasttext.started_mean,Fasttext.started_raw,Fasttext.started_std,Fasttext.stopped_raw,Timer.started_raw,Timer.stopped_raw,fixcross.started_mean,fixcross.started_raw,fixcross.started_std,fixcross.stopped_mean,fixcross.stopped_raw,fixcross.stopped_std,key_resp.corr_mean,key_resp.corr_raw,key_resp.corr_std,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,key_resp.started_mean,key_resp.started_raw,key_resp.started_std,key_resp.stopped_raw,order
Intervals of time can go on forever,f,1.0,103.5099868774414,103.5099868774414,0.0,,,,103.02571105957031,103.02571105957031,0.0,103.47683715820312,103.47683715820312,0.0,1.0,1.0,0.0,'f',0.13722920417785645,0.13722920417785645,0.0,103.5099868774414,103.5099868774414,0.0,,78.0
Intervals of time cannot be further divided,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Intervals of time can be further divided,f,1.0,72.34034729003906,72.34034729003906,0.0,,,,71.85784912109375,71.85784912109375,0.0,72.30802917480469,72.30802917480469,0.0,1.0,1.0,0.0,'f',0.08878353238105774,0.08878353238105774,0.0,72.34034729003906,72.34034729003906,0.0,,31.0
Spatial intervals can be finite,f,1.0,86.22522735595703,86.22522735595703,0.0,,,,85.74112701416016,85.74112701416016,0.0,86.19123077392578,86.19123077392578,0.0,1.0,1.0,0.0,'f',0.1890871524810791,0.1890871524810791,0.0,86.22522735595703,86.22522735595703,0.0,,51.0
Spatial intervals can be infinite,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Spatial intervals  can have an end,f,1.0,90.99165344238281,90.99165344238281,0.0,,,,90.50821685791016,90.50821685791016,0.0,90.95904541015625,90.95904541015625,0.0,1.0,1.0,0.0,'f',0.12831845879554749,0.12831845879554749,0.0,90.99165344238281,90.99165344238281,0.0,,58.0
Spatial intervals can be endless,f,1.0,97.0257797241211,97.0257797241211,0.0,,,,96.54344177246094,96.54344177246094,0.0,96.99200439453125,96.99200439453125,0.0,1.0,1.0,0.0,'f',0.05594097077846527,0.05594097077846527,0.0,97.0257797241211,97.0257797241211,0.0,,67.0
Spatial intervals cannot go on forever,f,1.0,80.34156036376953,80.34156036376953,0.0,,,,79.85767364501953,79.85767364501953,0.0,80.3074951171875,80.3074951171875,0.0,1.0,1.0,0.0,'f',0.026272285729646683,0.026272285729646683,0.0,80.34156036376953,80.34156036376953,0.0,,43.0
Spatial intervals can go on forever,f,1.0,88.8087158203125,88.8087158203125,0.0,,,,88.32545471191406,88.32545471191406,0.0,88.77596282958984,88.77596282958984,0.0,1.0,1.0,0.0,'f',0.1694563925266266,0.1694563925266266,0.0,88.8087158203125,88.8087158203125,0.0,,55.0
Spatial intervals cannot be further divided,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Spatial intervals can be further divided,f,1.0,57.05667495727539,57.05667495727539,0.0,,,,56.5723991394043,56.5723991394043,0.0,57.02304458618164,57.02304458618164,0.0,1.0,1.0,0.0,'f',0.13049408793449402,0.13049408793449402,0.0,57.05667495727539,57.05667495727539,0.0,,8.0
Numerical intervals can be finite,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numerical intervals can be infinite,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numerical intervals can have an end,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numerical intervals can be endless,f,1.0,66.27374267578125,66.27374267578125,0.0,,,,65.78944396972656,65.78944396972656,0.0,66.24031066894531,66.24031066894531,0.0,1.0,1.0,0.0,'f',0.06771168857812881,0.06771168857812881,0.0,66.27374267578125,66.27374267578125,0.0,,21.0
Numerical intervals cannot go on forever,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numerical intervals can go on forever,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numerical intervals cannot be further divided,f,1.0,70.70684814453125,70.70684814453125,0.0,,,,70.22377014160156,70.22377014160156,0.0,70.67413330078125,70.67413330078125,0.0,1.0,1.0,0.0,'f',0.49738457798957825,0.49738457798957825,0.0,70.70684814453125,70.70684814453125,0.0,,29.0
Numerical intervals can be further divided,f,1.0,102.87586975097656,102.87586975097656,0.0,,,,102.39257049560547,102.39257049560547,0.0,102.84259033203125,102.84259033203125,0.0,1.0,1.0,0.0,'f',0.11952921748161316,0.11952921748161316,0.0,102.87586975097656,102.87586975097656,0.0,,77.0
Time is finite,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Time is infinite,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Time has an end,j,1.0,53.80515670776367,53.80515670776367,0.0,,,,53.32159423828125,53.32159423828125,0.0,53.77210998535156,53.77210998535156,0.0,0.0,0.0,0.0,'f',0.14927124977111816,0.14927124977111816,0.0,53.80515670776367,53.80515670776367,0.0,,3.0
Time is endless,f,1.0,97.59326934814453,97.59326934814453,0.0,,,,97.10918426513672,97.10918426513672,0.0,97.55903625488281,97.55903625488281,0.0,1.0,1.0,0.0,'f',0.04948067665100098,0.04948067665100098,0.0,97.59326934814453,97.59326934814453,0.0,,68.0
Time cannot go on forever,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Time can go on forever,f,1.0,80.87478637695312,80.87478637695312,0.0,,,,80.39107513427734,80.39107513427734,0.0,80.84134674072266,80.84134674072266,0.0,1.0,1.0,0.0,'f',0.009770222008228302,0.009770222008228302,0.0,80.87478637695312,80.87478637695312,0.0,,44.0
Time cannot be further divided,j,1.0,79.67427825927734,79.67427825927734,0.0,,,,79.19153594970703,79.19153594970703,0.0,79.64046478271484,79.64046478271484,0.0,0.0,0.0,0.0,'f',0.1444910764694214,0.1444910764694214,0.0,79.67427825927734,79.67427825927734,0.0,,42.0
Time can be further divided,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Space is finite,j,1.0,78.9903564453125,78.9903564453125,0.0,,,,78.5079574584961,78.5079574584961,0.0,78.95712280273438,78.95712280273438,0.0,0.0,0.0,0.0,'f',0.18466320633888245,0.18466320633888245,0.0,78.9903564453125,78.9903564453125,0.0,,41.0
Space is infinite,f,1.0,68.54070281982422,68.54070281982422,0.0,,,,68.05711364746094,68.05711364746094,0.0,68.50761413574219,68.50761413574219,0.0,1.0,1.0,0.0,'f',0.018636269494891167,0.018636269494891167,0.0,68.54070281982422,68.54070281982422,0.0,,25.0
Space has an end,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Space is endless,f,1.0,55.13977813720703,55.13977813720703,0.0,,,,54.65544128417969,54.65544128417969,0.0,55.105228424072266,55.105228424072266,0.0,1.0,1.0,0.0,'f',0.14052800834178925,0.14052800834178925,0.0,55.13977813720703,55.13977813720703,0.0,,5.0
Space cannot go on forever,j,1.0,85.55806732177734,85.55806732177734,0.0,,,,85.07443237304688,85.07443237304688,0.0,85.5240478515625,85.5240478515625,0.0,0.0,0.0,0.0,'f',0.15386848151683807,0.15386848151683807,0.0,85.55806732177734,85.55806732177734,0.0,,50.0
Space can go on forever,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Space cannot be further divided,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Space can be further divided,f,1.0,61.074005126953125,61.074005126953125,0.0,,,,60.59014892578125,60.59014892578125,0.0,61.039710998535156,61.039710998535156,0.0,1.0,1.0,0.0,'f',0.5968544483184814,0.5968544483184814,0.0,61.074005126953125,61.074005126953125,0.0,,14.0
Numbers are finite,j,1.0,58.99055480957031,58.99055480957031,0.0,,,,58.50603485107422,58.50603485107422,0.0,58.95657730102539,58.95657730102539,0.0,0.0,0.0,0.0,'f',0.18857942521572113,0.18857942521572113,0.0,58.99055480957031,58.99055480957031,0.0,,11.0
Numbers are infinite,f,1.0,66.85726165771484,66.85726165771484,0.0,,,,66.37395477294922,66.37395477294922,0.0,66.82410430908203,66.82410430908203,0.0,1.0,1.0,0.0,'f',0.04726878181099892,0.04726878181099892,0.0,66.85726165771484,66.85726165771484,0.0,,22.0
Numbers have an end,j,1.0,55.79001235961914,55.79001235961914,0.0,,,,55.30670166015625,55.30670166015625,0.0,55.75644302368164,55.75644302368164,0.0,0.0,0.0,0.0,'f',0.12920436263084412,0.12920436263084412,0.0,55.79001235961914,55.79001235961914,0.0,,6.0
Numbers are endless,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numbers cannot go on forever,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Numbers can go on forever,f,1.0,101.60872650146484,101.60872650146484,0.0,,,,101.12630462646484,101.12630462646484,0.0,101.57625579833984,101.57625579833984,0.0,1.0,1.0,0.0,'f',0.11618965119123459,0.11618965119123459,0.0,101.60872650146484,101.60872650146484,0.0,,75.0
Numbers cannot be further divided,j,1.0,56.422306060791016,56.422306060791016,0.0,,,,55.93940734863281,55.93940734863281,0.0,56.38869094848633,56.38869094848633,0.0,0.0,0.0,0.0,'f',0.12295963615179062,0.12295963615179062,0.0,56.422306060791016,56.422306060791016,0.0,,7.0
Numbers can be further divided,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Five is finite,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Five is infinite,j,1.0,94.00933837890625,94.00933837890625,0.0,,,,93.52532196044922,93.52532196044922,0.0,93.975341796875,93.975341796875,0.0,0.0,0.0,0.0,'f',0.47555455565452576,0.47555455565452576,0.0,94.00933837890625,94.00933837890625,0.0,,63.0
Five has an end,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Five is endless,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Five cannot go on forever,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Five can go on forever,j,1.0,77.6577377319336,77.6577377319336,0.0,,,,77.17404174804688,77.17404174804688,0.0,77.62506103515625,77.62506103515625,0.0,0.0,0.0,0.0,'f',0.18819405138492584,0.18819405138492584,0.0,77.6577377319336,77.6577377319336,0.0,,39.0
Five cannot be further divided,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Five can be further divided,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Crocodiles are alive,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Pelicans are alive,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Turtles need nutrients,f,1.0,74.35736083984375,74.35736083984375,0.0,,,,73.87345886230469,73.87345886230469,0.0,74.32325744628906,74.32325744628906,0.0,1.0,1.0,0.0,'f',0.07460566610097885,0.07460566610097885,0.0,74.35736083984375,74.35736083984375,0.0,,34.0
Tigers reproduce,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Frogs reproduce,f,1.0,83.30815124511719,83.30815124511719,0.0,,,,82.82413482666016,82.82413482666016,0.0,83.27465057373047,83.27465057373047,0.0,1.0,1.0,0.0,'f',0.12227435410022736,0.12227435410022736,0.0,83.30815124511719,83.30815124511719,0.0,,47.0
Bricks can be put in a container,f,1.0,69.62309265136719,69.62309265136719,0.0,,,,69.1412124633789,69.1412124633789,0.0,69.59076690673828,69.59076690673828,0.0,1.0,1.0,0.0,'f',0.0373961366713047,0.0373961366713047,0.0,69.62309265136719,69.62309265136719,0.0,,27.0
Dumbells are composed of matter,f,1.0,64.49002838134766,64.49002838134766,0.0,,,,64.00655364990234,64.00655364990234,0.0,64.45691680908203,64.45691680908203,0.0,1.0,1.0,0.0,'f',0.09763986617326736,0.09763986617326736,0.0,64.49002838134766,64.49002838134766,0.0,,18.0
Concrete is composed of matter,f,1.0,62.17364501953125,62.17364501953125,0.0,,,,61.690242767333984,61.690242767333984,0.0,62.14068603515625,62.14068603515625,0.0,1.0,1.0,0.0,'f',0.16914859414100647,0.16914859414100647,0.0,62.17364501953125,62.17364501953125,0.0,,15.0
Diamonds have a molecular structure,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Rocks have a molecular structure,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Clocks are alive,j,1.0,92.27545928955078,92.27545928955078,0.0,,,,91.79129028320312,91.79129028320312,0.0,92.24197387695312,92.24197387695312,0.0,0.0,0.0,0.0,'f',0.05935438349843025,0.05935438349843025,0.0,92.27545928955078,92.27545928955078,0.0,,60.0
Comets are alive,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Robots need nutrients,j,1.0,54.47161865234375,54.47161865234375,0.0,,,,53.988887786865234,53.988887786865234,0.0,54.43872833251953,54.43872833251953,0.0,0.0,0.0,0.0,'f',0.15067605674266815,0.15067605674266815,0.0,54.47161865234375,54.47161865234375,0.0,,4.0
Sailboats reproduce,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Helicopters reproduce,j,1.0,59.69042205810547,59.69042205810547,0.0,,,,59.20638656616211,59.20638656616211,0.0,59.655967712402344,59.655967712402344,0.0,0.0,0.0,0.0,'f',0.14661292731761932,0.14661292731761932,0.0,59.69042205810547,59.69042205810547,0.0,,12.0
Color can be put in a container,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Echoes are composed of matter,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Shadows are composed of matter,j,1.0,58.3402099609375,58.3402099609375,0.0,,,,57.855934143066406,57.855934143066406,0.0,58.30632019042969,58.30632019042969,0.0,0.0,0.0,0.0,'f',0.14491546154022217,0.14491546154022217,0.0,58.3402099609375,58.3402099609375,0.0,,10.0
Music has a molecular structure,j,1.0,104.15984344482422,104.15984344482422,0.0,,,,103.67575073242188,103.67575073242188,0.0,104.12649536132812,104.12649536132812,0.0,0.0,0.0,0.0,'f',0.20330920815467834,0.20330920815467834,0.0,104.15984344482422,104.15984344482422,0.0,,79.0
Gravity has a molecular structure,j,1.0,99.82585906982422,99.82585906982422,0.0,,,,99.3433837890625,99.3433837890625,0.0,99.79200744628906,99.79200744628906,0.0,0.0,0.0,0.0,'f',0.01669277809560299,0.01669277809560299,0.0,99.82585906982422,99.82585906982422,0.0,,72.0
Algae is alive,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Bacteria are alive,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Grass needs nutrients,f,1.0,100.35953521728516,100.35953521728516,0.0,,,,99.87592315673828,99.87592315673828,0.0,100.32554626464844,100.32554626464844,0.0,1.0,1.0,0.0,'f',0.009822119027376175,0.009822119027376175,0.0,100.35953521728516,100.35953521728516,0.0,,73.0
Oaks reproduce,f,1.0,53.12189865112305,53.12189865112305,0.0,,,,52.63862991333008,52.63862991333008,0.0,53.08918762207031,53.08918762207031,0.0,1.0,1.0,0.0,'f',0.15941813588142395,0.15941813588142395,0.0,53.12189865112305,53.12189865112305,0.0,,2.0
Mushrooms reproduce,f,1.0,73.6075668334961,73.6075668334961,0.0,,,,73.1231460571289,73.1231460571289,0.0,73.57369995117188,73.57369995117188,0.0,1.0,1.0,0.0,'f',0.24445760250091553,0.24445760250091553,0.0,73.6075668334961,73.6075668334961,0.0,,33.0
Bubbles can be put in a container,f,1.0,93.37562561035156,93.37562561035156,0.0,,,,92.89241790771484,92.89241790771484,0.0,93.34241485595703,93.34241485595703,0.0,1.0,1.0,0.0,'f',0.12837950885295868,0.12837950885295868,0.0,93.37562561035156,93.37562561035156,0.0,,62.0
Foam is composed of matter,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Frost is composed of matter,f,1.0,104.876708984375,104.876708984375,0.0,,,,104.39252471923828,104.39252471923828,0.0,104.8431396484375,104.8431396484375,0.0,1.0,1.0,0.0,'f',0.18289212882518768,0.18289212882518768,0.0,104.876708984375,104.876708984375,0.0,,80.0
Pollen has a molecular structure,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Saliva has a molecular structure,f,1.0,78.35781860351562,78.35781860351562,0.0,,,,77.87391662597656,77.87391662597656,0.0,78.32499694824219,78.32499694824219,0.0,1.0,1.0,0.0,'f',0.12707744538784027,0.12707744538784027,0.0,78.35781860351562,78.35781860351562,0.0,,40.0
Hammers are alive,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Forks are alive,j,1.0,87.52543640136719,87.52543640136719,0.0,,,,87.04129028320312,87.04129028320312,0.0,87.49221801757812,87.49221801757812,0.0,0.0,0.0,0.0,'f',0.1277402937412262,0.1277402937412262,0.0,87.52543640136719,87.52543640136719,0.0,,53.0
Mittens need nutrients,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Tables reproduce,j,1.0,99.27517700195312,99.27517700195312,0.0,,,,98.79219818115234,98.79219818115234,0.0,99.24246978759766,99.24246978759766,0.0,0.0,0.0,0.0,'f',0.04143272340297699,0.04143272340297699,0.0,99.27517700195312,99.27517700195312,0.0,,71.0
Stones reproduce,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Songs can be put in a container,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Silence is composed of matter,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Thoughts are composed of matter,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Words have a molecular structure,j,1.0,63.473121643066406,63.473121643066406,0.0,,,,62.991268157958984,62.991268157958984,0.0,63.44057846069336,63.44057846069336,0.0,0.0,0.0,0.0,'f',0.5147026777267456,0.5147026777267456,0.0,63.473121643066406,63.473121643066406,0.0,,17.0
Dreams have a molecular structure,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
This sentence is written in English,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
A square is a shape,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
A triangle is a shape,f,1.0,65.08934783935547,65.08934783935547,0.0,,,,64.60747528076172,64.60747528076172,0.0,65.07315826416016,65.07315826416016,0.0,1.0,1.0,0.0,'f',0.08831465989351273,0.08831465989351273,0.0,65.08934783935547,65.08934783935547,0.0,,19.0
A circle is a shape,f,1.0,98.15990447998047,98.15990447998047,0.0,,,,97.676025390625,97.676025390625,0.0,98.12560272216797,98.12560272216797,0.0,1.0,1.0,0.0,'f',0.08172676712274551,0.08172676712274551,0.0,98.15990447998047,98.15990447998047,0.0,,69.0
Dinosaurs are extinct,f,1.0,76.3414077758789,76.3414077758789,0.0,,,,75.85735321044922,75.85735321044922,0.0,76.30760192871094,76.30760192871094,0.0,1.0,1.0,0.0,'f',0.1805485337972641,0.1805485337972641,0.0,76.3414077758789,76.3414077758789,0.0,,37.0
Magenta is a color,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Orange is a color,f,1.0,81.39024353027344,81.39024353027344,0.0,,,,80.90764617919922,80.90764617919922,0.0,81.35816192626953,81.35816192626953,0.0,1.0,1.0,0.0,'f',0.4413071572780609,0.4413071572780609,0.0,81.39024353027344,81.39024353027344,0.0,,45.0
Yellow is a color,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Humans can drink water,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Humans can eat food,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
A clock is used to tell time,f,1.0,67.97357940673828,67.97357940673828,0.0,,,,67.4896469116211,67.4896469116211,0.0,67.93997192382812,67.93997192382812,0.0,1.0,1.0,0.0,'f',0.05178315192461014,0.05178315192461014,0.0,67.97357940673828,67.97357940673828,0.0,,24.0
A motorcycle is a vehicle,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
A truck is a vehicle,f,1.0,74.94029235839844,74.94029235839844,0.0,,,,74.4572982788086,74.4572982788086,0.0,74.90694427490234,74.90694427490234,0.0,1.0,1.0,0.0,'f',0.07269620895385742,0.07269620895385742,0.0,74.94029235839844,74.94029235839844,0.0,,35.0
Jupiter is in our solar system,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
The Earth is a planet,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
The United States is a country,f,1.0,84.841064453125,84.841064453125,0.0,,,,84.3578872680664,84.3578872680664,0.0,84.80831146240234,84.80831146240234,0.0,1.0,1.0,0.0,'f',0.207414910197258,0.207414910197258,0.0,84.841064453125,84.841064453125,0.0,,49.0
The United States has a president,f,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
There are fifty states in the United States,f,1.0,100.87572479248047,100.87572479248047,0.0,,,,100.3924789428711,100.3924789428711,0.0,100.84246826171875,100.84246826171875,0.0,1.0,1.0,0.0,'f',0.22373510897159576,0.22373510897159576,0.0,100.87572479248047,100.87572479248047,0.0,,74.0
Humans cannot breathe water,f,1.0,92.84257507324219,92.84257507324219,0.0,,,,92.35824584960938,92.35824584960938,0.0,92.80860900878906,92.80860900878906,0.0,1.0,1.0,0.0,'f',0.018307529389858246,0.018307529389858246,0.0,92.84257507324219,92.84257507324219,0.0,,61.0
A pencil is used to write,f,1.0,89.49152374267578,89.49152374267578,0.0,,,,89.00830841064453,89.00830841064453,0.0,89.4591064453125,89.4591064453125,0.0,1.0,1.0,0.0,'f',0.3576924204826355,0.3576924204826355,0.0,89.49152374267578,89.49152374267578,0.0,,56.0
This sentence is written in Spanish,j,1.0,82.34165954589844,82.34165954589844,0.0,,,,81.85786437988281,81.85786437988281,0.0,82.3083267211914,82.3083267211914,0.0,0.0,0.0,0.0,'f',0.4529424011707306,0.4529424011707306,0.0,82.34165954589844,82.34165954589844,0.0,,46.0
A square is a color,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
A triangle is an animal,j,1.0,70.17437744140625,70.17437744140625,0.0,,,,69.69013214111328,69.69013214111328,0.0,70.1401138305664,70.1401138305664,0.0,0.0,0.0,0.0,'f',0.02993924915790558,0.02993924915790558,0.0,70.17437744140625,70.17437744140625,0.0,,28.0
A circle is a flavor,j,1.0,83.94145965576172,83.94145965576172,0.0,,,,83.45835876464844,83.45835876464844,0.0,83.9085693359375,83.9085693359375,0.0,0.0,0.0,0.0,'f',0.3831494152545929,0.3831494152545929,0.0,83.94145965576172,83.94145965576172,0.0,,48.0
Dinosaurs are not extinct,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Magenta is a shape,j,1.0,88.15868377685547,88.15868377685547,0.0,,,,87.6745376586914,87.6745376586914,0.0,88.12539672851562,88.12539672851562,0.0,0.0,0.0,0.0,'f',0.14261583983898163,0.14261583983898163,0.0,88.15868377685547,88.15868377685547,0.0,,54.0
Orange is a shape,j,0.0,,,,'--','--','--',,,,,,,,,,'--',,,,,,,'--',
Yellow is an animal,j,1.0,69.07312774658203,69.07312774658203,0.0,,,,68.59049224853516,68.59049224853516,0.0,69.03984832763672,69.03984832763672,0.0,0.0,0.0,0.0,'f',0.04017563909292221,0.04017563909292221,0.0,69.07312774658203,69.07312774658203,0.0,,26.0
