INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,Advance_Resp.keys,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,endstudykey.keys
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,0,,0,9,9,2,1,Magenta is a color,f,,,,,,,,,,,,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,0,0,116,1,Fish cannot swim in the ocean,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,1,1,115,1,Yellow is an animal,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,2,2,4,1,A minute cannot go on forever,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,3,3,109,1,A square is a color,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,4,4,87,1,Dreams have a molecular structure,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,5,5,118,1,A horse is used to tell time,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,6,6,43,1,The number five is endless,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,7,7,71,1,Oaks reproduce,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,8,8,33,1,Numbers are infinite,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,9,9,44,1,The number five cannot go on forever,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,10,10,59,1,Comets are alive,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,11,11,119,1,A motorcycle is a person,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,12,12,13,1,An inch can go on forever,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,13,13,22,1,Time cannot always be further divided,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,14,14,47,1,The number five can always be further divided,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,15,15,1,1,A minute is infinite,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,16,16,16,1,Time is finite,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,17,17,127,1,A zebra is used to write,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,18,18,39,1,Numbers can always be further divided,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,19,19,97,1,Dolphins can swim in the ocean,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,20,20,79,1,Forks are alive,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,21,21,8,1,An inch is finite,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,22,22,99,1,A motorcycle is a vehicle,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,23,23,14,1,An inch cannot always be further divided,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,24,24,25,1,Space is infinite,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,25,25,91,1,A circle is a shape,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,26,26,125,1,There are ninty states in the United States,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,27,27,15,1,An inch can be always further divided,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,28,28,94,1,Orange is a color,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,29,29,72,1,Mushrooms reproduce,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,30,30,103,1,The United States is a country,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,31,31,46,1,The number five cannot always be further divided,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,32,32,67,1,Gravity has a molecular structure,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,33,33,62,1,Helicopters reproduce,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,34,34,23,1,Time can always be further divided,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,35,35,6,1,A minute cannot always be further divided,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,36,36,18,1,Time has an end,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,37,37,68,1,Algae is alive,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,38,38,104,1,The United States has a president,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,39,39,26,1,Space has an end,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,40,40,86,1,Words have a molecular structure,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,41,41,30,1,Space cannot always be further divided,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,42,42,108,1,This sentence is written in Spanish,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,43,43,31,1,Space can always be further divided,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,44,44,75,1,Frost is composed of matter,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,45,45,120,1,A truck is an animal,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,46,46,98,1,A clock is used to tell time,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,47,47,35,1,Numbers are endless,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,48,48,121,1,Jupiter is the planet we live on,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,49,49,101,1,Jupiter is in our solar system,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,50,50,105,1,There are fifty states in the United States,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,51,51,41,1,The number five is infinite,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,52,52,66,1,Music has a molecular structure,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,53,53,28,1,Space cannot go on forever,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,54,54,63,1,Color can be put in a container,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,55,55,37,1,Numbers can go on forever,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,56,56,126,1,Humans can breathe water,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,57,57,27,1,Space is endless,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,58,58,9,1,An inch is infinite,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,59,59,78,1,Hammers are alive,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,60,60,20,1,Time cannot go on forever,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,61,61,57,1,Rocks have a molecular structure,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,62,62,42,1,The number five has an end,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,63,63,77,1,Saliva has a molecular structure,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,64,64,80,1,Mittens need nutrients,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,65,65,45,1,The number five can go on forever,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,66,66,17,1,Time is infinite,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,67,67,55,1,Concrete is composed of matter,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,68,68,53,1,Bricks can be put in a container,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,69,69,61,1,Sailboats reproduce,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,70,70,38,1,Numbers cannot always be further divided,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,71,71,65,1,Shadows are composed of matter,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,72,72,92,1,Dinosaurs are extinct,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,73,73,36,1,Numbers cannot go on forever,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,74,74,12,1,An inch cannot go on forever,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,75,75,60,1,Robots need nutrients,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,76,76,0,1,A minute is finite,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,77,77,90,1,A triangle is not an animal,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,78,78,32,1,Numbers are finite,j,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,79,79,50,1,Turtles need nutrients,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,0,,0,80,80,96,1,Fish can swim in the ocean,f,
,,,,,,,4567,2022-04-06_19h19.15.861,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,
