INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.8686,,,,,,,,,,,j,0,2.9517,,0,27,27,2,1,A minute has an end,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.6166,,,,,,,,,,,f,0,3.4259,,0,28,28,86,1,Words have a molecular structure,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.2503,,,,,,,,,,,,0,,,0,29,29,41,1,The number five is infinite,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.7341,,,,,,,,,,,f,0,2.9748,,0,30,30,24,1,Space is finite,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.1051,,,,,,,,,,,f,1,3.8829,,0,31,31,21,1,Time can go on forever,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,3.5214,,,,,,,,,,,j,1,2.9609,,0,32,32,127,1,A zebra is used to write,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.8078,,,,,,,,,,,j,1,3.0934,,0,33,33,20,1,Time cannot go on forever,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,2.0916,,,,,,,,,,,j,1,2.9188,,0,34,34,120,1,A truck is an animal,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.9229,,,,,,,,,,,f,1,1.8302,,0,35,35,93,1,Magenta is a color,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2674,,,,,,,,,,,j,0,2.6334,,0,36,36,39,1,Numbers can always be further divided,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.4711,,,,,,,,,,,j,1,3.6056,,0,37,37,28,1,Space cannot go on forever,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.0506,,,,,,,,,,,,0,,,0,38,38,49,1,Pelicans are alive,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.4361,,,,,,,,,,,j,0,3.733,,0,39,39,75,1,Frost is composed of matter,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.0591,,,,,,,,,,,f,0,2.9892,space,0,40,40,60,1,Robots need nutrients,j,0.9991,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.9336,,,,,,,,,,,j,1,2.3168,,0,41,41,9,1,An inch is infinite,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.3178,,,,,,,,,,,f,1,1.4457,,0,42,42,40,1,The number five is finite,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.5338,,,,,,,,,,,j,1,2.231,,0,43,43,34,1,Numbers have an end,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.0339,,,,,,,,,,,j,1,2.3008,,0,44,44,63,1,Color can be put in a container,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2674,,,,,,,,,,,f,1,2.2335,,0,45,45,92,1,Dinosaurs are extinct,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1838,,,,,,,,,,,j,1,2.6933,,0,46,46,45,1,The number five can go on forever,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.4252,,,,,,,,,,,j,0,2.2373,,0,47,47,77,1,Saliva has a molecular structure,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.4532,,,,,,,,,,,f,1,1.7755,,0,48,48,25,1,Space is infinite,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,1.3545,,,,,,,,,,,f,1,2.8671,,0,49,49,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.3683,,,,,,,,,,,j,1,1.5839,,0,50,50,58,1,Clocks are alive,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1978,,,,,,,,,,,j,1,2.8261,,0,51,51,67,1,Gravity has a molecular structure,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1761,,,,,,,,,,,j,0,2.7836,,0,52,52,55,1,Concrete is composed of matter,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1678,,,,,,,,,,,j,1,1.9338,,0,53,53,111,1,A circle is a flavor,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,2.0173,,,,,,,,,,,f,0,2.6999,,0,54,54,66,1,Music has a molecular structure,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.3674,,,,,,,,,,,j,0,2.6435,,0,55,55,29,1,Space can go on forever,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.4174,,,,,,,,,,,j,1,2.9705,,0,56,56,59,1,Comets are alive,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2184,,,,,,,,,,,f,1,2.1837,,0,57,57,51,1,Tigers reproduce,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2544,,,,,,,,,,,j,0,2.3181,,0,58,58,8,1,An inch is finite,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2101,,,,,,,,,,,f,0,2.9691,,0,59,59,61,1,Sailboats reproduce,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2011,,,,,,,,,,,f,1,2.8071,,0,60,60,35,1,Numbers are endless,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2543,,,,,,,,,,,f,0,1.1845,,0,61,61,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2251,,,,,,,,,,,j,1,3.215,,0,62,62,110,1,A triangle is an animal,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2573,,,,,,,,,,,j,0,3.1809,,0,63,63,42,1,The number five has an end,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.3341,,,,,,,,,,,f,1,2.7774,,0,64,64,102,1,The Earth is a planet,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.4243,,,,,,,,,,,f,1,2.9116,,0,65,65,103,1,The United States is a country,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1925,,,,,,,,,,,j,1,3.1192,,0,66,66,1,1,A minute is infinite,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.5062,,,,,,,,,,,j,0,2.6854,,0,67,67,98,1,A clock is used to tell time,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2011,,,,,,,,,,,j,1,1.931,,0,68,68,13,1,An inch can go on forever,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2674,,,,,,,,,,,f,1,3.3475,,0,69,69,90,1,A triangle is not an animal,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2343,,,,,,,,,,,j,1,3.3592,,0,70,70,14,1,An inch cannot always be further divided,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2333,,,,,,,,,,,f,1,2.711,,0,71,71,96,1,Fish can swim in the ocean,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.2871,,,,,,,,,,,j,1,2.8284,,0,72,72,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1045,,,,,,,,,,,f,1,2.3771,,0,73,73,107,1,A pencil is used to write,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1977,,,,,,,,,,,j,1,3.2213,,0,74,74,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1756,,,,,,,,,,,j,0,3.9152,,0,75,75,54,1,Dumbells are composed of matter,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1181,,,,,,,,,,,j,0,1.9342,,0,76,76,33,1,Numbers are infinite,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1529,,,,,,,,,,,j,0,3.0792,,0,77,77,15,1,An inch can be always further divided,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1765,,,,,,,,,,,f,1,2.0003,,0,78,78,95,1,Yellow is a color,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1685,,,,,,,,,,,j,0,2.3244,,0,79,79,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,space,0.1344,,,,,,,,,,,f,1,3.2164,,0,80,80,68,1,Algae is alive,f,,,
,,,,,,,,8958,2022-04-13_20h02.46.374,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.47777442,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.7481
