INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.7216,,,,,,,,,f,0,,0,4,4,16,1,Time is finite,j,1.535,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2673,,,,,,,,,j,1,,0,5,5,86,1,Words have a molecular structure,j,1.2662,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4217,,,,,,,,,f,1,,0,6,6,17,1,Time is infinite,f,1.3387,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3274,,,,,,,,,j,0,,0,7,7,77,1,Saliva has a molecular structure,f,1.4661,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1865,,,,,,,,,f,1,,0,8,8,90,1,A triangle is not an animal,f,1.4253,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4405,,,,,,,,,j,1,,0,9,9,115,1,Yellow is an animal,j,0.9665,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3004,,,,,,,,,f,1,,0,10,10,72,1,Mushrooms reproduce,f,1.7949,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2347,,,,,,,,,j,1,,0,11,11,67,1,Gravity has a molecular structure,j,1.4816,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3356,,,,,,,,,f,1,,0,12,12,69,1,Bacteria are alive,f,1.1584,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2504,,,,,,,,,j,1,,0,13,13,13,1,An inch can go on forever,j,1.1604,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3392,,,,,,,,,j,0,,0,14,14,53,1,Bricks can be put in a container,f,1.7647,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.209,,,,,,,,,j,1,,0,15,15,85,1,Thoughts are composed of matter,j,1.2215,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2844,,,,,,,,,f,1,,0,16,16,97,1,Dolphins can swim in the ocean,f,1.1116,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2832,,,,,,,,,j,1,,0,17,17,60,1,Robots need nutrients,j,1.0746,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.367,,,,,,,,,j,1,,0,18,18,22,1,Time cannot always be further divided,j,1.5079,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2263,,,,,,,,,j,1,,0,19,19,41,1,The number five is infinite,j,1.5075,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3629,,,,,,,,,f,1,,0,20,20,47,1,The number five can always be further divided,f,1.5883,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3854,,,,,,,,,j,0,,0,21,21,70,1,Grass needs nutrients,f,1.3962,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3511,,,,,,,,,f,1,,0,22,22,49,1,Pelicans are alive,f,0.9829,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4943,,,,,,,,,j,1,,0,23,23,79,1,Forks are alive,j,1.0339,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.5276,,,,,,,,,f,1,,0,24,24,93,1,Magenta is a color,f,0.9744,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3869,,,,,,,,,j,1,,0,25,25,80,1,Mittens need nutrients,j,1.1512,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3013,,,,,,,,,f,0,,0,26,26,14,1,An inch cannot always be further divided,j,1.5665,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3383,,,,,,,,,j,1,,0,27,27,108,1,This sentence is written in Spanish,j,1.4966,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3324,,,,,,,,,j,1,,0,28,28,122,1,The Earth is a star,j,1.0671,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3082,,,,,,,,,f,1,,0,29,29,27,1,Space is endless,f,1.3249,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4348,,,,,,,,,j,1,,0,30,30,83,1,Songs can be put in a container,j,1.1461,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.357,,,,,,,,,f,1,,0,31,31,29,1,Space can go on forever,f,1.0729,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2974,,,,,,,,,f,1,,0,32,32,74,1,Foam is composed of matter,f,1.2648,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3192,,,,,,,,,f,1,,0,33,33,102,1,The Earth is a planet,f,1.1732,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3155,,,,,,,,,f,1,,0,34,34,55,1,Concrete is composed of matter,f,1.3945,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2713,,,,,,,,,f,1,,0,35,35,33,1,Numbers are infinite,f,1.2788,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3482,,,,,,,,,j,1,,0,36,36,109,1,A square is a color,j,1.0331,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3841,,,,,,,,,f,0,,0,37,37,30,1,Space cannot always be further divided,j,1.5167,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3155,,,,,,,,,f,1,,0,38,38,37,1,Numbers can go on forever,f,1.2012,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3005,,,,,,,,,f,1,,0,39,39,103,1,The United States is a country,f,1.1346,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.855,,,,,,,,,j,1,space,0,40,40,82,1,Stones reproduce,j,0.9827,3.7198,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2752,,,,,,,,,j,1,,0,41,41,45,1,The number five can go on forever,j,1.1293,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2105,,,,,,,,,j,1,,0,42,42,112,1,Dinosaurs are not extinct,j,1.2437,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2454,,,,,,,,,j,1,,0,43,43,84,1,Silence is composed of matter,j,1.1811,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2114,,,,,,,,,j,0,,0,44,44,7,1,A minute can always be further divided,f,1.2831,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4108,,,,,,,,,f,1,,0,45,45,91,1,A circle is a shape,f,1.2163,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.382,,,,,,,,,j,1,,0,46,46,3,1,A minute is endless,j,1.714,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2704,,,,,,,,,f,1,,0,47,47,51,1,Tigers reproduce,f,1.2159,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2678,,,,,,,,,j,0,,0,48,48,56,1,Diamonds have a molecular structure,f,1.4571,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1609,,,,,,,,,j,1,,0,49,49,120,1,A truck is an animal,j,1.6217,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2713,,,,,,,,,f,1,,0,50,50,48,1,Crocodiles are alive,f,1.2814,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4052,,,,,,,,,f,1,,0,51,51,89,1,A square is a shape,f,1.1074,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.5235,,,,,,,,,j,0,,0,52,52,75,1,Frost is composed of matter,f,1.2563,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3857,,,,,,,,,f,0,,0,53,53,38,1,Numbers cannot always be further divided,j,1.6369,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3767,,,,,,,,,j,1,,0,54,54,125,1,There are ninty states in the United States,j,1.1868,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.217,,,,,,,,,j,1,,0,55,55,34,1,Numbers have an end,j,1.2159,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3093,,,,,,,,,f,1,,0,56,56,4,1,A minute cannot go on forever,f,1.4944,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3264,,,,,,,,,f,1,,0,57,57,96,1,Fish can swim in the ocean,f,0.9728,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3407,,,,,,,,,f,1,,0,58,58,105,1,There are fifty states in the United States,f,0.8774,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2005,,,,,,,,,j,1,,0,59,59,65,1,Shadows are composed of matter,j,1.0161,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2509,,,,,,,,,f,1,,0,60,60,42,1,The number five has an end,f,1.467,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3078,,,,,,,,,j,0,,0,61,61,0,1,A minute is finite,f,1.0741,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2024,,,,,,,,,f,1,,0,62,62,104,1,The United States has a president,f,1.0492,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3041,,,,,,,,,f,1,,0,63,63,2,1,A minute has an end,f,1.1702,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2411,,,,,,,,,j,1,,0,64,64,123,1,Mississippi is a country,j,1.0455,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3433,,,,,,,,,f,0,,0,65,65,20,1,Time cannot go on forever,j,1.3491,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.27,,,,,,,,,j,1,,0,66,66,58,1,Clocks are alive,j,1.2114,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1558,,,,,,,,,j,0,,0,67,67,57,1,Rocks have a molecular structure,f,1.2988,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2431,,,,,,,,,f,1,,0,68,68,35,1,Numbers are endless,f,1.1607,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1951,,,,,,,,,f,1,,0,69,69,100,1,A truck is a vehicle,f,1.2328,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2385,,,,,,,,,j,1,,0,70,70,81,1,Tables reproduce,j,0.7977,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.4771,,,,,,,,,f,0,,0,71,71,5,1,A minute can go on forever,j,1.004,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2847,,,,,,,,,f,1,,0,72,72,88,1,This sentence is written in English,f,1.0585,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2536,,,,,,,,,j,0,,0,73,73,106,1,Humans cannot breathe water,f,1.3433,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1669,,,,,,,,,j,1,,0,74,74,87,1,Dreams have a molecular structure,j,1.2138,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1946,,,,,,,,,j,0,,0,75,75,44,1,The number five cannot go on forever,f,1.1617,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2663,,,,,,,,,f,1,,0,76,76,98,1,A clock is used to tell time,f,1.1263,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.1661,,,,,,,,,j,1,,0,77,77,111,1,A circle is a flavor,j,0.9171,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3591,,,,,,,,,f,0,,0,78,78,6,1,A minute cannot always be further divided,j,1.5686,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.3277,,,,,,,,,j,1,,0,79,79,28,1,Space cannot go on forever,j,1.1015,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,space,0.2403,,,,,,,,,f,1,,0,80,80,8,1,An inch is finite,f,1.2666,,,
,,,,,,,,6921,2022-04-06_18h11.05.992,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.76214666,,,,,,,,,,,,,,,,,,,,,,,,,,space,24.783
