INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4992,,,,,,,,,j,0,,0,1,1,23,1,Time can always be further divided,f,1.2834,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.5568,,,,,,,,,j,1,,0,2,2,120,1,A truck is an animal,j,0.6896,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.505,,,,,,,,,j,1,,0,3,3,122,1,The Earth is a star,j,0.8849,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4846,,,,,,,,,j,1,,0,4,4,112,1,Dinosaurs are not extinct,j,0.8879,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4369,,,,,,,,,f,1,,0,5,5,76,1,Pollen has a molecular structure,f,1.5072,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.5537,,,,,,,,,j,1,,0,6,6,59,1,Comets are alive,j,0.8576,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.501,,,,,,,,,j,1,,0,7,7,6,1,A minute cannot always be further divided,j,1.7088,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4151,,,,,,,,,f,1,,0,8,8,103,1,The United States is a country,f,0.9832,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4083,,,,,,,,,j,1,,0,9,9,5,1,A minute can go on forever,j,0.8971,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3406,,,,,,,,,j,1,,0,10,10,13,1,An inch can go on forever,j,1.0155,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3039,,,,,,,,,j,1,,0,11,11,84,1,Silence is composed of matter,j,1.2846,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2868,,,,,,,,,f,1,,0,12,12,19,1,Time is endless,f,0.8935,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4651,,,,,,,,,f,1,,0,13,13,57,1,Rocks have a molecular structure,f,1.631,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3658,,,,,,,,,j,1,,0,14,14,86,1,Words have a molecular structure,j,0.9206,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2824,,,,,,,,,f,1,,0,15,15,70,1,Grass needs nutrients,f,0.779,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3139,,,,,,,,,j,1,,0,16,16,60,1,Robots need nutrients,j,0.7638,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2483,,,,,,,,,f,1,,0,17,17,17,1,Time is infinite,f,0.8176,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2482,,,,,,,,,f,1,,0,18,18,95,1,Yellow is a color,f,0.7992,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2474,,,,,,,,,f,1,,0,19,19,29,1,Space can go on forever,f,0.697,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2717,,,,,,,,,f,1,,0,20,20,73,1,Bubbles can be put in a container,f,1.448,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3511,,,,,,,,,j,1,,0,21,21,121,1,Jupiter is the planet we live on,j,0.8003,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.6554,,,,,,,,,j,0,,0,22,22,91,1,A circle is a shape,f,0.4449,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3996,,,,,,,,,j,1,,0,23,23,117,1,Dolphins cannot swim in the ocean,j,1.1523,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2851,,,,,,,,,j,1,,0,24,24,85,1,Thoughts are composed of matter,j,1.1429,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2999,,,,,,,,,j,1,,0,25,25,11,1,An inch is endless,j,0.9293,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2577,,,,,,,,,f,1,,0,26,26,25,1,Space is infinite,f,0.6832,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2551,,,,,,,,,f,1,,0,27,27,98,1,A clock is used to tell time,f,0.8698,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3022,,,,,,,,,j,1,,0,28,28,26,1,Space has an end,j,1.0312,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3608,,,,,,,,,f,1,,0,29,29,50,1,Turtles need nutrients,f,0.9309,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3514,,,,,,,,,j,1,,0,30,30,125,1,There are ninty states in the United States,j,1.1801,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.306,,,,,,,,,f,1,,0,31,31,15,1,An inch can be always further divided,f,1.3989,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2784,,,,,,,,,f,1,,0,32,32,96,1,Fish can swim in the ocean,f,0.7751,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2519,,,,,,,,,f,1,,0,33,33,97,1,Dolphins can swim in the ocean,f,0.7524,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2397,,,,,,,,,f,1,,0,34,34,101,1,Jupiter is in our solar system,f,0.9387,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3015,,,,,,,,,j,1,,0,35,35,109,1,A square is a color,j,1.1692,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3019,,,,,,,,,j,1,,0,36,36,79,1,Forks are alive,j,0.6775,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3331,,,,,,,,,f,1,,0,37,37,88,1,This sentence is written in English,f,1.0461,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2835,,,,,,,,,j,1,,0,38,38,119,1,A motorcycle is a person,j,0.9942,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4228,,,,,,,,,f,1,,0,39,39,40,1,The number five is finite,f,1.6239,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,1.571,,,,,,,,,f,1,space,0,40,40,37,1,Numbers can go on forever,f,0.8659,2.7101,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4187,,,,,,,,,j,1,,0,41,41,110,1,A triangle is an animal,j,0.8588,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4436,,,,,,,,,f,0,,0,42,42,45,1,The number five can go on forever,j,0.9292,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3846,,,,,,,,,j,1,,0,43,43,87,1,Dreams have a molecular structure,j,1.2352,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2818,,,,,,,,,f,0,,0,44,44,3,1,A minute is endless,j,1.5201,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.386,,,,,,,,,j,0,,0,45,45,12,1,An inch cannot go on forever,f,1.2457,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2781,,,,,,,,,f,1,,0,46,46,100,1,A truck is a vehicle,f,1.0369,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.1991,,,,,,,,,f,1,,0,47,47,52,1,Frogs reproduce,f,0.7289,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3015,,,,,,,,,j,1,,0,48,48,62,1,Helicopters reproduce,j,0.6855,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.281,,,,,,,,,j,1,,0,49,49,24,1,Space is finite,j,0.8825,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.478,,,,,,,,,j,0,,0,50,50,8,1,An inch is finite,f,0.966,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2528,,,,,,,,,j,1,,0,51,51,82,1,Stones reproduce,j,1.3663,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2543,,,,,,,,,f,1,,0,52,52,72,1,Mushrooms reproduce,f,1.4619,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2527,,,,,,,,,j,1,,0,53,53,64,1,Echoes are composed of matter,j,1.1366,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2346,,,,,,,,,j,1,,0,54,54,118,1,A horse is used to tell time,j,1.0311,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3386,,,,,,,,,j,1,,0,55,55,18,1,Time has an end,j,1.0991,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.354,,,,,,,,,f,1,,0,56,56,55,1,Concrete is composed of matter,f,1.7262,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2046,,,,,,,,,f,1,,0,57,57,93,1,Magenta is a color,f,0.8585,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3675,,,,,,,,,j,1,,0,58,58,46,1,The number five cannot always be further divided,j,1.6223,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2193,,,,,,,,,j,1,,0,59,59,83,1,Songs can be put in a container,j,0.9442,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2668,,,,,,,,,f,1,,0,60,60,104,1,The United States has a president,f,0.8184,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.821,,,,,,,,,j,0,,0,61,61,90,1,A triangle is not an animal,f,0.7768,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3701,,,,,,,,,f,1,,0,62,62,105,1,There are fifty states in the United States,f,1.072,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.5517,,,,,,,,,f,1,,0,63,63,56,1,Diamonds have a molecular structure,f,1.1445,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3374,,,,,,,,,f,1,,0,64,64,7,1,A minute can always be further divided,f,1.6027,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2698,,,,,,,,,f,1,,0,65,65,51,1,Tigers reproduce,f,0.7704,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3949,,,,,,,,,j,1,,0,66,66,30,1,Space cannot always be further divided,j,1.6304,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2816,,,,,,,,,j,1,,0,67,67,16,1,Time is finite,j,0.85,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.268,,,,,,,,,j,1,,0,68,68,116,1,Fish cannot swim in the ocean,j,1.0143,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2686,,,,,,,,,j,1,,0,69,69,111,1,A circle is a flavor,j,0.7983,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,2.3558,,,,,,,,,f,1,,0,70,70,39,1,Numbers can always be further divided,f,1.7359,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.6434,,,,,,,,,j,1,,0,71,71,22,1,Time cannot always be further divided,j,0.9075,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2751,,,,,,,,,f,1,,0,72,72,69,1,Bacteria are alive,f,0.8368,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.255,,,,,,,,,f,1,,0,73,73,92,1,Dinosaurs are extinct,f,0.872,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3211,,,,,,,,,j,1,,0,74,74,36,1,Numbers cannot go on forever,j,0.9216,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2352,,,,,,,,,f,0,,0,75,75,43,1,The number five is endless,j,0.9326,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.4094,,,,,,,,,j,0,,0,76,76,4,1,A minute cannot go on forever,f,0.9105,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2531,,,,,,,,,j,1,,0,77,77,115,1,Yellow is an animal,j,0.8347,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.6166,,,,,,,,,j,1,,0,78,78,127,1,A zebra is used to write,j,0.5418,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.3529,,,,,,,,,f,1,,0,79,79,47,1,The number five can always be further divided,f,1.1012,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,space,0.2742,,,,,,,,,f,1,,0,80,80,99,1,A motorcycle is a vehicle,f,0.9184,,,
,,,,,,,,4589,2022-04-06_17h13.44.207,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.77286312,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.9955
