INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,f,1,1.4985,space,3.2661,0,5,5,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,j,1,1.6781,space,8.9883,0,6,6,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,f,1,1.6242,space,4.8568,0,7,7,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,j,0,1.2959,space,2.2826,0,8,8,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,f,1,1.3791,,,0,9,9,0,1,A circle is a shape,f,,,,,,,,,,,,,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.7782,,,,,,,,,,0,,0,0,0,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.3863,,,,,,,,,j,1,,0,1,1,16,1,Time is finite,j,1.8598,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.7782,,,,,,,,,f,0,,0,2,2,1,1,A minute is infinite,j,1.426,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.9832,,,,,,,,,f,0,,0,3,3,22,1,Time cannot always be further divided,j,2.0057,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.5646,,,,,,,,,j,0,,0,4,4,12,1,An inch cannot go on forever,f,1.558,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,9.7747,,,,,,,,,j,1,,0,5,5,87,1,Dreams have a molecular structure,j,1.5332,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,3.0915,,,,,,,,,f,1,,0,6,6,29,1,Space can go on forever,f,1.3897,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.4828,,,,,,,,,f,1,,0,7,7,76,1,Pollen has a molecular structure,f,1.4438,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,9.8678,,,,,,,,,f,1,,0,8,8,70,1,Grass needs nutrients,f,1.2399,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.8966,,,,,,,,,f,1,,0,9,9,19,1,Time is endless,f,1.0783,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.9674,,,,,,,,,j,1,,0,10,10,45,1,The number five can go on forever,j,1.497,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.7695,,,,,,,,,f,0,,0,11,11,26,1,Space has an end,j,1.0901,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.5501,,,,,,,,,j,1,,0,12,12,82,1,Stones reproduce,j,1.2158,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.547,,,,,,,,,f,0,,0,13,13,121,1,Jupiter is the planet we live on,j,1.628,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,3.0329,,,,,,,,,f,1,,0,14,14,77,1,Saliva has a molecular structure,f,1.2064,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.4093,,,,,,,,,f,1,,0,15,15,21,1,Time can go on forever,f,0.9885,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,4.0102,,,,,,,,,j,1,,0,16,16,28,1,Space cannot go on forever,j,1.2655,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.4653,,,,,,,,,j,0,,0,17,17,72,1,Mushrooms reproduce,f,1.3576,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.3945,,,,,,,,,j,1,,0,18,18,109,1,A square is a color,j,1.287,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.8803,,,,,,,,,f,1,,0,19,19,89,1,A square is a shape,f,1.431,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.0828,,,,,,,,,f,1,,0,20,20,52,1,Frogs reproduce,f,1.0574,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.2123,,,,,,,,,f,1,,0,21,21,96,1,Fish can swim in the ocean,f,1.411,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.4268,,,,,,,,,f,1,,0,22,22,95,1,Yellow is a color,f,0.8858,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3455,,,,,,,,,f,1,,0,23,23,103,1,The United States is a country,f,1.2308,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2917,,,,,,,,,f,1,,0,24,24,49,1,Pelicans are alive,f,1.0495,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.4769,,,,,,,,,j,1,,0,25,25,41,1,The number five is infinite,j,1.4668,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2247,,,,,,,,,j,1,,0,26,26,79,1,Forks are alive,j,1.1613,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3538,,,,,,,,,f,1,,0,27,27,37,1,Numbers can go on forever,f,1.5604,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2607,,,,,,,,,j,1,,0,28,28,122,1,The Earth is a star,j,1.1831,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2564,,,,,,,,,f,1,,0,29,29,48,1,Crocodiles are alive,f,1.0448,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3578,,,,,,,,,f,1,,0,30,30,98,1,A clock is used to tell time,f,1.1974,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3296,,,,,,,,,f,0,,0,31,31,14,1,An inch cannot always be further divided,j,2.162,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2607,,,,,,,,,j,1,,0,32,32,119,1,A motorcycle is a person,j,1.2462,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.1791,,,,,,,,,j,1,,0,33,33,125,1,There are ninty states in the United States,j,1.9426,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2559,,,,,,,,,f,0,,0,34,34,5,1,A minute can go on forever,j,1.4518,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2307,,,,,,,,,f,1,,0,35,35,39,1,Numbers can always be further divided,f,1.6693,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.1969,,,,,,,,,f,1,,0,36,36,101,1,Jupiter is in our solar system,f,1.2234,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2365,,,,,,,,,j,1,,0,37,37,34,1,Numbers have an end,j,1.4812,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.229,,,,,,,,,f,0,,0,38,38,46,1,The number five cannot always be further divided,j,1.2382,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.4277,,,,,,,,,f,0,,0,39,39,83,1,Songs can be put in a container,j,1.7088,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,1.2046,,,,,,,,,j,1,space,0,40,40,81,1,Tables reproduce,j,1.2446,0.0413,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2345,,,,,,,,,j,1,,0,41,41,114,1,Lightbulbs are made of clay,j,1.4525,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2853,,,,,,,,,f,1,,0,42,42,23,1,Time can always be further divided,f,1.5263,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2487,,,,,,,,,j,1,,0,43,43,80,1,Mittens need nutrients,j,1.3747,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2043,,,,,,,,,j,1,,0,44,44,115,1,Yellow is an animal,j,0.9925,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3218,,,,,,,,,f,1,,0,45,45,104,1,The United States has a president,f,1.3252,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3439,,,,,,,,,j,0,,0,46,46,106,1,Humans cannot breathe water,f,1.1205,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2853,,,,,,,,,f,1,,0,47,47,7,1,A minute can always be further divided,f,1.9407,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2484,,,,,,,,,j,1,,0,48,48,58,1,Clocks are alive,j,1.0313,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2214,,,,,,,,,j,1,,0,49,49,118,1,A horse is used to tell time,j,1.3007,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2577,,,,,,,,,j,1,,0,50,50,117,1,Dolphins cannot swim in the ocean,j,1.13,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.1608,,,,,,,,,j,1,,0,51,51,84,1,Silence is composed of matter,j,1.4563,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2554,,,,,,,,,j,1,,0,52,52,66,1,Music has a molecular structure,j,1.3073,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2259,,,,,,,,,j,1,,0,53,53,112,1,Dinosaurs are not extinct,j,1.2965,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2781,,,,,,,,,f,1,,0,54,54,44,1,The number five cannot go on forever,f,1.4174,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2514,,,,,,,,,j,1,,0,55,55,113,1,Magenta is a shape,j,1.0743,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2053,,,,,,,,,j,0,,0,56,56,4,1,A minute cannot go on forever,f,1.5232,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2212,,,,,,,,,j,1,,0,57,57,62,1,Helicopters reproduce,j,1.2412,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,2.2149,,,,,,,,,j,0,,0,58,58,68,1,Algae is alive,f,0.9787,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.1594,,,,,,,,,j,0,,0,59,59,90,1,A triangle is not an animal,f,1.617,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2679,,,,,,,,,j,1,,0,60,60,111,1,A circle is a flavor,j,1.2626,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.5797,,,,,,,,,f,1,,0,61,61,8,1,An inch is finite,f,1.0745,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2847,,,,,,,,,j,1,,0,62,62,126,1,Humans can breathe water,j,1.1437,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2114,,,,,,,,,j,1,,0,63,63,124,1,The president of the United States is Oprah,j,1.7767,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2685,,,,,,,,,f,1,,0,64,64,57,1,Rocks have a molecular structure,f,1.2452,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2924,,,,,,,,,f,0,,0,65,65,67,1,Gravity has a molecular structure,j,1.1922,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2254,,,,,,,,,j,0,,0,66,66,54,1,Dumbells are composed of matter,f,1.876,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3356,,,,,,,,,f,0,,0,67,67,20,1,Time cannot go on forever,j,1.257,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2878,,,,,,,,,j,1,,0,68,68,127,1,A zebra is used to write,j,1.4048,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.252,,,,,,,,,f,0,,0,69,69,3,1,A minute is endless,j,1.24,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.3252,,,,,,,,,f,0,,0,70,70,36,1,Numbers cannot go on forever,j,1.2895,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2513,,,,,,,,,j,1,,0,71,71,60,1,Robots need nutrients,j,1.0726,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2952,,,,,,,,,j,1,,0,72,72,63,1,Color can be put in a container,j,1.2279,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2858,,,,,,,,,f,1,,0,73,73,97,1,Dolphins can swim in the ocean,f,1.0276,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2904,,,,,,,,,j,0,,0,74,74,88,1,This sentence is written in English,f,1.1565,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2511,,,,,,,,,f,1,,0,75,75,74,1,Foam is composed of matter,f,1.2482,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2259,,,,,,,,,f,1,,0,76,76,93,1,Magenta is a color,f,1.1105,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.1718,,,,,,,,,f,1,,0,77,77,51,1,Tigers reproduce,f,1.0055,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2622,,,,,,,,,j,1,,0,78,78,59,1,Comets are alive,j,1.1143,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2526,,,,,,,,,j,1,,0,79,79,116,1,Fish cannot swim in the ocean,j,1.5132,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,space,0.2592,,,,,,,,,f,0,,0,80,80,13,1,An inch can go on forever,j,1.1571,,
,,,,,,,,2229,2022-04-06_19h04.42.917,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.66943135,,,,,,,,,,,,,,,,,,,,,,,,,,
