INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.8015,,,,,,,,,,j,0,0.8416,,0,6,6,25,1,Space is infinite,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,2.7029,,,,,,,,,,f,0,0.8353,,0,7,7,79,1,Forks are alive,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.802,,,,,,,,,,f,0,1.1575,,0,8,8,13,1,An inch can go on forever,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.7069,,,,,,,,,,f,1,1.2456,,0,9,9,90,1,A triangle is not an animal,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.8516,,,,,,,,,,j,1,1.0195,,0,10,10,110,1,A triangle is an animal,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.7314,,,,,,,,,,j,1,1.1567,,0,11,11,67,1,Gravity has a molecular structure,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.7549,,,,,,,,,,f,1,0.7917,,0,12,12,94,1,Orange is a color,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6557,,,,,,,,,,j,1,0.8072,,0,13,13,58,1,Clocks are alive,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6412,,,,,,,,,,j,1,1.1859,,0,14,14,9,1,An inch is infinite,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.5318,,,,,,,,,,f,1,1.3069,,0,15,15,106,1,Humans cannot breathe water,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.455,,,,,,,,,,f,1,1.0153,,0,16,16,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.2499,,,,,,,,,,j,1,1.7483,,0,17,17,65,1,Shadows are composed of matter,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.843,,,,,,,,,,f,1,1.1587,,0,18,18,8,1,An inch is finite,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6338,,,,,,,,,,j,1,0.9846,,0,19,19,109,1,A square is a color,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.4994,,,,,,,,,,j,1,1.002,,0,20,20,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.5714,,,,,,,,,,f,1,0.9828,,0,21,21,48,1,Crocodiles are alive,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.674,,,,,,,,,,j,1,0.84,,0,22,22,82,1,Stones reproduce,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.7611,,,,,,,,,,j,0,1.039,,0,23,23,15,1,An inch can be always further divided,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.1279,,,,,,,,,,,0,,,0,24,24,47,1,The number five can always be further divided,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.7454,,,,,,,,,,f,1,1.5415,,0,25,25,53,1,Bricks can be put in a container,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6575,,,,,,,,,,j,0,1.3395,,0,26,26,39,1,Numbers can always be further divided,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.5768,,,,,,,,,,f,1,1.0409,,0,27,27,29,1,Space can go on forever,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6852,,,,,,,,,,j,1,1.4615,,0,28,28,20,1,Time cannot go on forever,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.4856,,,,,,,,,,j,1,1.2016,,0,29,29,41,1,The number five is infinite,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.523,,,,,,,,,,j,1,0.9455,,0,30,30,119,1,A motorcycle is a person,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6629,,,,,,,,,,f,0,0.9028,,0,31,31,32,1,Numbers are finite,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6787,,,,,,,,,,f,1,1.586,,0,32,32,2,1,A minute has an end,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.3841,,,,,,,,,,j,0,1.2231,,0,33,33,4,1,A minute cannot go on forever,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.7196,,,,,,,,,,f,0,0.97,,0,34,34,18,1,Time has an end,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.5412,,,,,,,,,,j,1,0.966,,0,35,35,111,1,A circle is a flavor,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.421,,,,,,,,,,f,1,0.8769,,0,36,36,91,1,A circle is a shape,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.3893,,,,,,,,,,f,1,0.9461,,0,37,37,92,1,Dinosaurs are extinct,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.4009,,,,,,,,,,j,1,1.4354,,0,38,38,83,1,Songs can be put in a container,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2716,,,,,,,,,,j,1,1.2856,,0,39,39,28,1,Space cannot go on forever,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.3155,,,,,,,,,,f,1,1.3755,space,0,40,40,54,1,Dumbells are composed of matter,f,0.6616,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.568,,,,,,,,,,j,0,1.2682,,0,41,41,75,1,Frost is composed of matter,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.3547,,,,,,,,,,j,1,1.1562,,0,42,42,118,1,A horse is used to tell time,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.4958,,,,,,,,,,f,1,1.2503,,0,43,43,40,1,The number five is finite,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2651,,,,,,,,,,f,1,0.8286,,0,44,44,69,1,Bacteria are alive,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.558,,,,,,,,,,j,0,1.0185,,0,45,45,73,1,Bubbles can be put in a container,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.3179,,,,,,,,,,f,1,0.8826,,0,46,46,103,1,The United States is a country,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.4083,,,,,,,,,,j,0,1.4849,,0,47,47,55,1,Concrete is composed of matter,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2782,,,,,,,,,,f,1,0.7358,,0,48,48,49,1,Pelicans are alive,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2882,,,,,,,,,,f,1,1.2555,,0,49,49,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2693,,,,,,,,,,f,1,1.1212,,0,50,50,42,1,The number five has an end,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2934,,,,,,,,,,j,1,1.1128,,0,51,51,60,1,Robots need nutrients,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.3704,,,,,,,,,,f,1,0.9488,,0,52,52,68,1,Algae is alive,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.286,,,,,,,,,,f,1,0.9657,,0,53,53,27,1,Space is endless,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2655,,,,,,,,,,j,1,1.0294,,0,54,54,84,1,Silence is composed of matter,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.4136,,,,,,,,,,f,1,0.8329,,0,55,55,71,1,Oaks reproduce,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2703,,,,,,,,,,f,1,1.2238,,0,56,56,35,1,Numbers are endless,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2875,,,,,,,,,,f,1,0.9397,,0,57,57,52,1,Frogs reproduce,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2075,,,,,,,,,,f,1,0.999,,0,58,58,37,1,Numbers can go on forever,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2,,,,,,,,,,j,1,1.015,,0,59,59,36,1,Numbers cannot go on forever,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.1944,,,,,,,,,,f,1,0.9083,,0,60,60,19,1,Time is endless,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,1.9971,,,,,,,,,,j,1,3.3338,,0,61,61,46,1,The number five cannot always be further divided,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.4025,,,,,,,,,,f,1,0.9169,,0,62,62,10,1,An inch has an end,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.3393,,,,,,,,,,j,0,1.2454,,0,63,63,74,1,Foam is composed of matter,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2224,,,,,,,,,,f,1,1.1364,,0,64,64,96,1,Fish can swim in the ocean,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.1745,,,,,,,,,,f,1,1.0014,,0,65,65,100,1,A truck is a vehicle,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2613,,,,,,,,,,j,1,1.3523,,0,66,66,87,1,Dreams have a molecular structure,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2716,,,,,,,,,,j,1,1.2359,,0,67,67,11,1,An inch is endless,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2101,,,,,,,,,,f,1,1.607,,0,68,68,7,1,A minute can always be further divided,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2565,,,,,,,,,,j,1,1.0538,,0,69,69,1,1,A minute is infinite,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2369,,,,,,,,,,f,0,0.867,,0,70,70,34,1,Numbers have an end,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,2.0106,,,,,,,,,,f,0,0.7908,,0,71,71,26,1,Space has an end,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.1843,,,,,,,,,,f,1,0.859,,0,72,72,51,1,Tigers reproduce,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.5933,,,,,,,,,,j,1,3.246,,0,73,73,22,1,Time cannot always be further divided,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.6598,,,,,,,,,,j,0,1.9918,,0,74,74,44,1,The number five cannot go on forever,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.1915,,,,,,,,,,j,1,1.043,,0,75,75,85,1,Thoughts are composed of matter,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2884,,,,,,,,,,j,1,1.2348,,0,76,76,108,1,This sentence is written in Spanish,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2382,,,,,,,,,,j,1,1.2069,,0,77,77,45,1,The number five can go on forever,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2115,,,,,,,,,,f,1,0.9906,,0,78,78,98,1,A clock is used to tell time,f,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2508,,,,,,,,,,j,1,1.2784,,0,79,79,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,space,0.2839,,,,,,,,,,j,1,1.3927,,0,80,80,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,7054,2022-04-07_02h41.46.087,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.05628064,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.1227
