INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_2.rt,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.1942,,,,,,,,,,f,0,1.0001,,0,15,15,119,1,A motorcycle is a person,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.555,,,,,,,,,,j,0,1.2289,,0,16,16,2,1,A minute has an end,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.0183,,,,,,,,,,f,0,1.2733,,0,17,17,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.8501,,,,,,,,,,j,0,1.6293,,0,18,18,104,1,The United States has a president,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.8967,,,,,,,,,,j,0,1.2486,,0,19,19,29,1,Space can go on forever,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.1996,,,,,,,,,,f,0,1.1927,,0,20,20,60,1,Robots need nutrients,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.826,,,,,,,,,,f,1,1.5718,,0,21,21,55,1,Concrete is composed of matter,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.8261,,,,,,,,,,f,0,2.5501,,0,22,22,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.6817,,,,,,,,,,j,0,1.2712,,0,23,23,91,1,A circle is a shape,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.7962,,,,,,,,,,f,0,1.6244,,0,24,24,64,1,Echoes are composed of matter,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.4534,,,,,,,,,,f,0,1.0646,,0,25,25,111,1,A circle is a flavor,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.3894,,,,,,,,,,j,0,1.1653,,0,26,26,68,1,Algae is alive,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.5395,,,,,,,,,,j,1,1.8831,,0,27,27,30,1,Space cannot always be further divided,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.1216,,,,,,,,,,j,1,1.2496,,0,28,28,120,1,A truck is an animal,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.9832,,,,,,,,,,j,1,1.6744,,0,29,29,59,1,Comets are alive,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.8499,,,,,,,,,,f,0,2.0022,,0,30,30,36,1,Numbers cannot go on forever,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.0729,,,,,,,,,,f,1,1.4206,,0,31,31,12,1,An inch cannot go on forever,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.4713,,,,,,,,,,j,1,1.6997,,0,32,32,5,1,A minute can go on forever,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.5427,,,,,,,,,,j,1,1.6873,,0,33,33,13,1,An inch can go on forever,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.1331,,,,,,,,,,j,1,1.6938,,0,34,34,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.9843,,,,,,,,,,j,1,0.9145,,0,35,35,16,1,Time is finite,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.9589,,,,,,,,,,j,0,1.2338,,0,36,36,19,1,Time is endless,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,4.0244,,,,,,,,,,j,1,1.2159,,0,37,37,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.6099,,,,,,,,,,j,1,1.4918,,0,38,38,1,1,A minute is infinite,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,4.9532,,,,,,,,,,j,1,1.2369,,0,39,39,11,1,An inch is endless,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.8827,,,,,,,,,,j,0,3.0682,space,0,40,40,101,1,Jupiter is in our solar system,f,0.5127,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.3681,,,,,,,,,,j,0,2.1209,,0,41,41,54,1,Dumbells are composed of matter,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.0283,,,,,,,,,,j,0,1.9675,,0,42,42,33,1,Numbers are infinite,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.915,,,,,,,,,,f,0,1.3332,,0,43,43,58,1,Clocks are alive,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.7243,,,,,,,,,,f,0,2.1735,,0,44,44,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.6838,,,,,,,,,,f,0,2.2479,,0,45,45,22,1,Time cannot always be further divided,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.4335,,,,,,,,,,f,0,1.8892,,0,46,46,62,1,Helicopters reproduce,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.6431,,,,,,,,,,j,1,2.9037,,0,47,47,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.4356,,,,,,,,,,j,0,1.7391,,0,48,48,93,1,Magenta is a color,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.3268,,,,,,,,,,j,1,2.5228,,0,49,49,63,1,Color can be put in a container,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.553,,,,,,,,,,j,0,1.433,,0,50,50,103,1,The United States is a country,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.769,,,,,,,,,,f,1,1.6726,,0,51,51,23,1,Time can always be further divided,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.592,,,,,,,,,,j,1,1.6974,,0,52,52,20,1,Time cannot go on forever,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.2021,,,,,,,,,,j,1,1.8321,,0,53,53,14,1,An inch cannot always be further divided,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.2496,,,,,,,,,,j,0,1.7382,,0,54,54,50,1,Turtles need nutrients,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.6572,,,,,,,,,,f,0,1.1041,,0,55,55,82,1,Stones reproduce,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.125,,,,,,,,,,j,0,1.2824,,0,56,56,69,1,Bacteria are alive,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.3046,,,,,,,,,,j,0,1.0529,,0,57,57,100,1,A truck is a vehicle,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.8013,,,,,,,,,,j,0,2.0975,,0,58,58,0,1,A minute is finite,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.8554,,,,,,,,,,j,1,1.7162,,0,59,59,87,1,Dreams have a molecular structure,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.6692,,,,,,,,,,j,0,1.8379,,0,60,60,105,1,There are fifty states in the United States,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.475,,,,,,,,,,f,0,1.1728,,0,61,61,3,1,A minute is endless,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.4324,,,,,,,,,,j,0,1.5713,,0,62,62,27,1,Space is endless,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.5038,,,,,,,,,,j,0,1.2971,,0,63,63,17,1,Time is infinite,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.2873,,,,,,,,,,j,0,1.1732,,0,64,64,51,1,Tigers reproduce,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.2575,,,,,,,,,,f,0,1.0156,,0,65,65,81,1,Tables reproduce,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.2905,,,,,,,,,,j,1,1.088,,0,66,66,24,1,Space is finite,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.853,,,,,,,,,,f,0,1.4367,,0,67,67,9,1,An inch is infinite,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.4667,,,,,,,,,,j,0,2.3264,,0,68,68,15,1,An inch can be always further divided,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.2685,,,,,,,,,,j,0,1.7693,,0,69,69,4,1,A minute cannot go on forever,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.7876,,,,,,,,,,f,0,1.6004,,0,70,70,109,1,A square is a color,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.6864,,,,,,,,,,f,1,1.6655,,0,71,71,37,1,Numbers can go on forever,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.0097,,,,,,,,,,j,0,1.2202,,0,72,72,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.0919,,,,,,,,,,f,0,1.2193,,0,73,73,110,1,A triangle is an animal,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.9123,,,,,,,,,,f,1,2.2918,,0,74,74,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,3.4177,,,,,,,,,,j,1,1.601,,0,75,75,41,1,The number five is infinite,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,0.8754,,,,,,,,,,j,0,1.662,,0,76,76,49,1,Pelicans are alive,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.7022,,,,,,,,,,f,0,1.5509,,0,77,77,85,1,Thoughts are composed of matter,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,1.1104,,,,,,,,,,f,0,2.066,,0,78,78,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,3.4971,,,,,,,,,,f,1,1.9074,,0,79,79,53,1,Bricks can be put in a container,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,space,2.1208,,,,,,,,,,j,0,2.9979,,0,80,80,106,1,Humans cannot breathe water,f,,,
,,,,,,,,6619,2022-04-06_16h09.05.357,ImplicitInfinitySC-FASTTASK,2021.2.3,Linux x86_64,60.0060006,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.7157
