INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,endstudykey.keys
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,0.948,space,2.582,0,5,5,5,1,A truck is an animal,j,,,,,,,,,,,,,,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,1.7651,space,0.9515,0,6,6,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,0,1.5554,space,1.1213,0,7,7,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,j,1,1.4324,space,1.3327,0,8,8,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,f,1,1.6003,space,0.9385,0,9,9,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,3.0887,,,,,,,,space,2.606,j,1,1.1859,,0,0,0,78,1,Hammers are alive,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.9374,,,,,,,,,,f,1,1.5897,,0,1,1,4,1,A minute cannot go on forever,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.7689,,,,,,,,,,j,1,1.0434,,0,2,2,120,1,A truck is an animal,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4335,,,,,,,,,,j,1,0.9095,,0,3,3,79,1,Forks are alive,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4331,,,,,,,,,,j,1,1.1662,,0,4,4,108,1,This sentence is written in Spanish,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5955,,,,,,,,,,f,0,1.2583,,0,5,5,16,1,Time is finite,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3802,,,,,,,,,,j,1,1.2162,,0,6,6,127,1,A zebra is used to write,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3926,,,,,,,,,,f,1,1.2502,,0,7,7,68,1,Algae is alive,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4311,,,,,,,,,,f,1,1.8007,,0,8,8,7,1,A minute can always be further divided,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3961,,,,,,,,,,f,1,0.9508,,0,9,9,49,1,Pelicans are alive,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3869,,,,,,,,,,f,1,1.3834,,0,10,10,10,1,An inch has an end,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3834,,,,,,,,,,f,1,1.0798,,0,11,11,100,1,A truck is a vehicle,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4673,,,,,,,,,,f,1,1.8099,,0,12,12,40,1,The number five is finite,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3339,,,,,,,,,,j,1,1.4016,,0,13,13,26,1,Space has an end,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.691,,,,,,,,,,f,1,1.171,,0,14,14,77,1,Saliva has a molecular structure,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5131,,,,,,,,,,f,1,1.1205,,0,15,15,0,1,A minute is finite,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4717,,,,,,,,,,j,0,1.7322,,0,16,16,56,1,Diamonds have a molecular structure,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4328,,,,,,,,,,f,0,1.2955,,0,17,17,34,1,Numbers have an end,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.337,,,,,,,,,,f,1,0.7839,,0,18,18,94,1,Orange is a color,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,8.3459,,,,,,,,,,f,1,1.3826,,0,19,19,90,1,A triangle is not an animal,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4804,,,,,,,,,,f,1,1.721,,0,20,20,47,1,The number five can always be further divided,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4324,,,,,,,,,,f,1,0.9036,,0,21,21,2,1,A minute has an end,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4297,,,,,,,,,,f,0,1.2987,,0,22,22,43,1,The number five is endless,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5152,,,,,,,,,,f,1,1.077,,0,23,23,72,1,Mushrooms reproduce,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4671,,,,,,,,,,f,1,0.9772,,0,24,24,33,1,Numbers are infinite,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4266,,,,,,,,,,f,0,1.2637,,0,25,25,64,1,Echoes are composed of matter,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5552,,,,,,,,,,f,1,0.8145,,0,26,26,17,1,Time is infinite,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3846,,,,,,,,,,j,1,1.2281,,0,27,27,45,1,The number five can go on forever,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3878,,,,,,,,,,f,1,0.8978,,0,28,28,99,1,A motorcycle is a vehicle,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3371,,,,,,,,,,f,1,0.8714,,0,29,29,91,1,A circle is a shape,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3554,,,,,,,,,,f,0,0.9946,,0,30,30,32,1,Numbers are finite,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4334,,,,,,,,,,f,1,0.8984,,0,31,31,88,1,This sentence is written in English,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.7721,,,,,,,,,,f,0,1.0439,,0,32,32,41,1,The number five is infinite,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3321,,,,,,,,,,j,1,1.0472,,0,33,33,87,1,Dreams have a molecular structure,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3844,,,,,,,,,,j,1,1.2564,,0,34,34,24,1,Space is finite,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3402,,,,,,,,,,f,1,1.1666,,0,35,35,57,1,Rocks have a molecular structure,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3828,,,,,,,,,,j,1,1.0321,,0,36,36,82,1,Stones reproduce,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.2938,,,,,,,,,,j,1,1.1324,,0,37,37,118,1,A horse is used to tell time,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3003,,,,,,,,,,f,1,0.8595,,0,38,38,69,1,Bacteria are alive,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3805,,,,,,,,,,j,1,1.1282,,0,39,39,5,1,A minute can go on forever,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,1.4798,,,,,,,,,,j,1,0.9962,,0,40,40,126,1,Humans can breathe water,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5117,,,,,,,,,,j,1,1.3933,,0,41,41,28,1,Space cannot go on forever,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3485,,,,,,,,,,f,1,1.3296,,0,42,42,74,1,Foam is composed of matter,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3846,,,,,,,,,,f,0,1.2283,,0,43,43,22,1,Time cannot always be further divided,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3042,,,,,,,,,,j,1,1.0847,,0,44,44,109,1,A square is a color,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.2984,,,,,,,,,,j,1,1.3053,,0,45,45,112,1,Dinosaurs are not extinct,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3,,,,,,,,,,j,1,1.132,,0,46,46,61,1,Sailboats reproduce,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4449,,,,,,,,,,f,0,1.2461,,0,47,47,36,1,Numbers cannot go on forever,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3797,,,,,,,,,,f,1,1.2739,,0,48,48,39,1,Numbers can always be further divided,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3427,,,,,,,,,,j,1,1.0979,,0,49,49,113,1,Magenta is a shape,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.8506,,,,,,,,,,j,0,1.0816,,0,50,50,12,1,An inch cannot go on forever,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3895,,,,,,,,,,f,0,1.256,,0,51,51,84,1,Silence is composed of matter,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4822,,,,,,,,,,f,1,1.3294,,0,52,52,53,1,Bricks can be put in a container,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3001,,,,,,,,,,f,1,1.2432,,0,53,53,97,1,Dolphins can swim in the ocean,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.2965,,,,,,,,,,f,1,1.2087,,0,54,54,75,1,Frost is composed of matter,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.337,,,,,,,,,,f,1,1.2333,,0,55,55,42,1,The number five has an end,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3529,,,,,,,,,,f,0,1.3426,,0,56,56,59,1,Comets are alive,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3317,,,,,,,,,,j,1,1.2929,,0,57,57,60,1,Robots need nutrients,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.6026,,,,,,,,,,f,1,1.4646,,0,58,58,105,1,There are fifty states in the United States,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3636,,,,,,,,,,j,1,1.3411,,0,59,59,124,1,The president of the United States is Oprah,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4747,,,,,,,,,,f,0,1.1993,,0,60,60,20,1,Time cannot go on forever,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3823,,,,,,,,,,j,1,1.4675,,0,61,61,65,1,Shadows are composed of matter,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5729,,,,,,,,,,j,1,1.2991,,0,62,62,1,1,A minute is infinite,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4264,,,,,,,,,,f,1,1.4539,,0,63,63,37,1,Numbers can go on forever,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4215,,,,,,,,,,j,1,1.0829,,0,64,64,11,1,An inch is endless,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.5205,,,,,,,,,,f,1,1.0858,,0,65,65,8,1,An inch is finite,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4328,,,,,,,,,,f,1,1.2179,,0,66,66,27,1,Space is endless,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3344,,,,,,,,,,j,1,1.2614,,0,67,67,9,1,An inch is infinite,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.333,,,,,,,,,,j,1,1.0497,,0,68,68,110,1,A triangle is an animal,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3395,,,,,,,,,,f,1,0.9084,,0,69,69,102,1,The Earth is a planet,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3136,,,,,,,,,,f,1,0.8709,,0,70,70,89,1,A square is a shape,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4604,,,,,,,,,,j,0,1.1264,,0,71,71,31,1,Space can always be further divided,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3767,,,,,,,,,,f,1,1.2464,,0,72,72,76,1,Pollen has a molecular structure,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4729,,,,,,,,,,f,1,1.2527,,0,73,73,106,1,Humans cannot breathe water,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.434,,,,,,,,,,f,1,1.2503,,0,74,74,35,1,Numbers are endless,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.2874,,,,,,,,,,j,1,0.9512,,0,75,75,111,1,A circle is a flavor,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3824,,,,,,,,,,j,1,1.2687,,0,76,76,63,1,Color can be put in a container,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4277,,,,,,,,,,f,0,1.2103,,0,77,77,18,1,Time has an end,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3858,,,,,,,,,,f,1,1.3288,,0,78,78,44,1,The number five cannot go on forever,f,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.4369,,,,,,,,,,f,0,1.2163,,0,79,79,30,1,Space cannot always be further divided,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,space,0.3351,,,,,,,,,,f,0,1.1316,,0,80,80,38,1,Numbers cannot always be further divided,j,
,,,,,,,,9464,2022-04-06_19h04.28.920,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.02040694,,,,,,,,,,,,,,,,,,,,,,,,,,
