INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5578,,,,,,,,,,j,1,,0,13,13,43,1,The number five is endless,j,1.3922,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5401,,,,,,,,,,f,0,,0,14,14,112,1,Dinosaurs are not extinct,j,1.4724,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5557,,,,,,,,,,f,1,,0,15,15,89,1,A square is a shape,f,1.7416,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4735,,,,,,,,,,f,1,,0,16,16,101,1,Jupiter is in our solar system,f,1.7069,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5293,,,,,,,,,,f,1,,0,17,17,75,1,Frost is composed of matter,f,1.8627,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5603,,,,,,,,,,j,1,,0,18,18,117,1,Dolphins cannot swim in the ocean,j,1.3887,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4457,,,,,,,,,,f,0,,0,19,19,36,1,Numbers cannot go on forever,j,1.6094,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5739,,,,,,,,,,j,0,,0,20,20,52,1,Frogs reproduce,f,1.2746,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4747,,,,,,,,,,f,1,,0,21,21,37,1,Numbers can go on forever,f,1.4052,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.374,,,,,,,,,,j,1,,0,22,22,67,1,Gravity has a molecular structure,j,1.206,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3899,,,,,,,,,,f,0,,0,23,23,63,1,Color can be put in a container,j,1.5609,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4261,,,,,,,,,,j,1,,0,24,24,26,1,Space has an end,j,1.1918,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3589,,,,,,,,,,f,0,,0,25,25,18,1,Time has an end,j,1.2431,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3555,,,,,,,,,,j,0,,0,26,26,21,1,Time can go on forever,f,1.5684,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4757,,,,,,,,,,f,0,,0,27,27,59,1,Comets are alive,j,1.256,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3755,,,,,,,,,,f,1,,0,28,28,99,1,A motorcycle is a vehicle,f,1.2253,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3937,,,,,,,,,,j,0,,0,29,29,71,1,Oaks reproduce,f,1.0307,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.2602,,,,,,,,,,f,1,,0,30,30,69,1,Bacteria are alive,f,1.1775,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4117,,,,,,,,,,f,0,,0,31,31,113,1,Magenta is a shape,j,1.1422,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4291,,,,,,,,,,f,1,,0,32,32,40,1,The number five is finite,f,1.6602,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4962,,,,,,,,,,j,0,,0,33,33,17,1,Time is infinite,f,1.1738,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3926,,,,,,,,,,f,1,,0,34,34,70,1,Grass needs nutrients,f,1.3933,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.426,,,,,,,,,,j,1,,0,35,35,14,1,An inch cannot always be further divided,j,1.0934,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4087,,,,,,,,,,j,1,,0,36,36,30,1,Space cannot always be further divided,j,1.0066,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.294,,,,,,,,,,f,1,,0,37,37,56,1,Diamonds have a molecular structure,f,1.0414,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3929,,,,,,,,,,f,1,,0,38,38,91,1,A circle is a shape,f,1.2744,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3949,,,,,,,,,,j,1,,0,39,39,38,1,Numbers cannot always be further divided,j,0.8725,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,3.6428,,,,,,,,,,f,1,space,0,40,40,103,1,The United States is a country,f,1.3431,2.0586,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,1.6422,,,,,,,,,,f,0,,0,41,41,125,1,There are ninty states in the United States,j,1.6747,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.9464,,,,,,,,,,j,0,,0,42,42,29,1,Space can go on forever,f,1.2084,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5835,,,,,,,,,,j,1,,0,43,43,110,1,A triangle is an animal,j,1.576,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.6509,,,,,,,,,,j,1,,0,44,44,119,1,A motorcycle is a person,j,1.0412,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5067,,,,,,,,,,j,1,,0,45,45,114,1,Lightbulbs are made of clay,j,1.3365,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3427,,,,,,,,,,f,1,,0,46,46,107,1,A pencil is used to write,f,1.0242,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4065,,,,,,,,,,j,1,,0,47,47,9,1,An inch is infinite,j,1.1421,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3739,,,,,,,,,,j,0,,0,48,48,57,1,Rocks have a molecular structure,f,0.9568,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4914,,,,,,,,,,f,0,,0,49,49,34,1,Numbers have an end,j,1.5406,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3286,,,,,,,,,,f,1,,0,50,50,104,1,The United States has a president,f,1.2905,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4079,,,,,,,,,,j,1,,0,51,51,83,1,Songs can be put in a container,j,1.007,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.2561,,,,,,,,,,f,1,,0,52,52,50,1,Turtles need nutrients,f,1.0532,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4537,,,,,,,,,,f,1,,0,53,53,42,1,The number five has an end,f,1.3392,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.2959,,,,,,,,,,f,1,,0,54,54,4,1,A minute cannot go on forever,f,1.2576,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5066,,,,,,,,,,j,0,,0,55,55,92,1,Dinosaurs are extinct,f,1.1223,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3587,,,,,,,,,,f,0,,0,56,56,13,1,An inch can go on forever,j,1.2274,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4401,,,,,,,,,,j,1,,0,57,57,22,1,Time cannot always be further divided,j,1.159,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.6944,,,,,,,,,,j,0,,0,58,58,72,1,Mushrooms reproduce,f,1.1598,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5095,,,,,,,,,,j,1,,0,59,59,122,1,The Earth is a star,j,1.3396,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.606,,,,,,,,,,f,0,,0,60,60,46,1,The number five cannot always be further divided,j,1.8246,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4619,,,,,,,,,,f,0,,0,61,61,118,1,A horse is used to tell time,j,1.6557,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4762,,,,,,,,,,j,0,,0,62,62,76,1,Pollen has a molecular structure,f,1.1211,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4745,,,,,,,,,,f,0,,0,63,63,6,1,A minute cannot always be further divided,j,1.2727,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5748,,,,,,,,,,j,0,,0,64,64,35,1,Numbers are endless,f,1.1899,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.8758,,,,,,,,,,f,1,,0,65,65,47,1,The number five can always be further divided,f,1.8728,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4971,,,,,,,,,,j,0,,0,66,66,10,1,An inch has an end,f,1.2741,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5659,,,,,,,,,,f,1,,0,67,67,90,1,A triangle is not an animal,f,1.1095,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.7543,,,,,,,,,,f,0,,0,68,68,111,1,A circle is a flavor,j,1.231,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.6274,,,,,,,,,,j,1,,0,69,69,66,1,Music has a molecular structure,j,2.0238,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4931,,,,,,,,,,f,1,,0,70,70,68,1,Algae is alive,f,1.0909,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4944,,,,,,,,,,j,0,,0,71,71,106,1,Humans cannot breathe water,f,1.392,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4562,,,,,,,,,,f,0,,0,72,72,86,1,Words have a molecular structure,j,1.1886,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4449,,,,,,,,,,j,1,,0,73,73,65,1,Shadows are composed of matter,j,1.7263,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,1.3453,,,,,,,,,,j,0,,0,74,74,96,1,Fish can swim in the ocean,f,0.0249,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4922,,,,,,,,,,j,1,,0,75,75,11,1,An inch is endless,j,1.4586,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4285,,,,,,,,,,f,1,,0,76,76,97,1,Dolphins can swim in the ocean,f,1.1918,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.4603,,,,,,,,,,j,1,,0,77,77,58,1,Clocks are alive,j,1.0908,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.3896,,,,,,,,,,f,1,,0,78,78,23,1,Time can always be further divided,f,1.0934,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.5074,,,,,,,,,,f,1,,0,79,79,102,1,The Earth is a planet,f,1.1445,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,space,0.7931,,,,,,,,,,f,0,,0,80,80,124,1,The president of the United States is Oprah,j,1.0263,,,
,,,,,,,,5173,2022-04-06_18h57.12.241,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,62.56647688,,,,,,,,,,,,,,,,,,,,,,,,,,,space,23.9369
