INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.222,,,,,,,,,,f,0,2.619,,0,8,8,16,1,Time is finite,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.255,,,,,,,,,,j,1,2.195,,0,9,9,83,1,Songs can be put in a container,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.159,,,,,,,,,,f,1,1.893,,0,10,10,91,1,A circle is a shape,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.348,,,,,,,,,,f,1,1.082,,0,11,11,95,1,Yellow is a color,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.256,,,,,,,,,,f,1,1.231,,0,12,12,97,1,Dolphins can swim in the ocean,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.267,,,,,,,,,,j,1,2.161,,0,13,13,24,1,Space is finite,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.264,,,,,,,,,,j,0,1.911,,0,14,14,44,1,The number five cannot go on forever,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.713,,,,,,,,,,f,0,1.824,,0,15,15,1,1,A minute is infinite,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.216,,,,,,,,,,j,1,1.834,,0,16,16,43,1,The number five is endless,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.154,,,,,,,,,,j,1,1.805,,0,17,17,60,1,Robots need nutrients,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.147,,,,,,,,,,j,1,1.817,,0,18,18,113,1,Magenta is a shape,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.313,,,,,,,,,,j,0,2.402,,0,19,19,8,1,An inch is finite,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.202,,,,,,,,,,j,1,1.839,,0,20,20,32,1,Numbers are finite,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.192,,,,,,,,,,f,1,1.911,,0,21,21,39,1,Numbers can always be further divided,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.184,,,,,,,,,,j,1,1.88,,0,22,22,81,1,Tables reproduce,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.141,,,,,,,,,,j,1,1.872,,0,23,23,3,1,A minute is endless,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.166,,,,,,,,,,f,1,1.904,,0,24,24,25,1,Space is infinite,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.196,,,,,,,,,,j,1,1.835,,0,25,25,62,1,Helicopters reproduce,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.077,,,,,,,,,,f,1,1.845,,0,26,26,53,1,Bricks can be put in a container,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.188,,,,,,,,,,f,1,1.894,,0,27,27,69,1,Bacteria are alive,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.093,,,,,,,,,,f,1,1.846,,0,28,28,42,1,The number five has an end,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.193,,,,,,,,,,f,1,1.871,,0,29,29,89,1,A square is a shape,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.296,,,,,,,,,,f,1,1.863,,0,30,30,92,1,Dinosaurs are extinct,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.15,,,,,,,,,,f,0,1.866,,0,31,31,122,1,The Earth is a star,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.141,,,,,,,,,,f,1,1.82,,0,32,32,107,1,A pencil is used to write,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.169,,,,,,,,,,f,1,1.309,,0,33,33,50,1,Turtles need nutrients,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.191,,,,,,,,,,j,1,1.935,,0,34,34,36,1,Numbers cannot go on forever,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.189,,,,,,,,,,f,1,1.854,,0,35,35,100,1,A truck is a vehicle,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.18,,,,,,,,,,f,1,1.864,,0,36,36,49,1,Pelicans are alive,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.177,,,,,,,,,,f,1,1.872,,0,37,37,48,1,Crocodiles are alive,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.171,,,,,,,,,,j,1,1.806,,0,38,38,82,1,Stones reproduce,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.134,,,,,,,,,,j,1,1.887,,0,39,39,86,1,Words have a molecular structure,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,1.081,,,,,,,,,,f,1,2.357,space,0,40,40,31,1,Space can always be further divided,f,1.548,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.188,,,,,,,,,,j,1,1.952,,0,41,41,38,1,Numbers cannot always be further divided,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.152,,,,,,,,,,f,1,0.898,,0,42,42,51,1,Tigers reproduce,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.223,,,,,,,,,,j,0,1.96,,0,43,43,15,1,An inch can be always further divided,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.206,,,,,,,,,,j,1,1.529,,0,44,44,28,1,Space cannot go on forever,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.139,,,,,,,,,,f,1,1.856,,0,45,45,40,1,The number five is finite,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.161,,,,,,,,,,f,1,2.424,,0,46,46,21,1,Time can go on forever,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.109,,,,,,,,,,f,1,1.83,,0,47,47,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,f,1,1.452,,0,48,48,88,1,This sentence is written in English,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,0,,,0,49,49,109,1,A square is a color,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,0,,,0,50,50,27,1,Space is endless,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.194,,,,,,,,,,j,1,2.048,,0,51,51,64,1,Echoes are composed of matter,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.367,,,,,,,,,,f,1,1.499,,0,52,52,35,1,Numbers are endless,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.16,,,,,,,,,,j,1,1.958,,0,53,53,41,1,The number five is infinite,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,2.03,,,,,,,,,,,0,,,0,54,54,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.503,,,,,,,,,,f,1,1.635,,0,55,55,55,1,Concrete is composed of matter,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.833,,,,,,,,,,,0,,,0,56,56,98,1,A clock is used to tell time,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.164,,,,,,,,,,j,1,1.839,,0,57,57,45,1,The number five can go on forever,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.226,,,,,,,,,,f,1,2.068,,0,58,58,106,1,Humans cannot breathe water,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.932,,,,,,,,,,f,1,2.109,,0,59,59,104,1,The United States has a president,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.179,,,,,,,,,,j,0,2.786,,0,60,60,4,1,A minute cannot go on forever,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,3.812,,,,,,,,,,,0,,,0,61,61,76,1,Pollen has a molecular structure,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.186,,,,,,,,,,f,0,1.294,,0,62,62,126,1,Humans can breathe water,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.827,,,,,,,,,,,0,,,0,63,63,11,1,An inch is endless,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.171,,,,,,,,,,j,0,1.126,,0,64,64,74,1,Foam is composed of matter,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,1.629,,,,,,,,,,f,1,1.029,,0,65,65,68,1,Algae is alive,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.269,,,,,,,,,,f,1,1.351,,0,66,66,71,1,Oaks reproduce,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.245,,,,,,,,,,f,1,1.503,,0,67,67,12,1,An inch cannot go on forever,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.18,,,,,,,,,,j,1,1.95,,0,68,68,120,1,A truck is an animal,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.159,,,,,,,,,,f,1,1.779,,0,69,69,17,1,Time is infinite,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.134,,,,,,,,,,f,1,1.807,,0,70,70,101,1,Jupiter is in our solar system,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.149,,,,,,,,,,j,1,1.792,,0,71,71,117,1,Dolphins cannot swim in the ocean,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.177,,,,,,,,,,f,0,2.322,,0,72,72,22,1,Time cannot always be further divided,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.246,,,,,,,,,,j,0,2.344,,0,73,73,23,1,Time can always be further divided,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.126,,,,,,,,,,j,1,1.801,,0,74,74,9,1,An inch is infinite,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.166,,,,,,,,,,f,1,2.449,,0,75,75,47,1,The number five can always be further divided,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.174,,,,,,,,,,j,1,1.83,,0,76,76,79,1,Forks are alive,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.071,,,,,,,,,,j,1,1.812,,0,77,77,26,1,Space has an end,j,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.36,,,,,,,,,,f,1,2.111,,0,78,78,77,1,Saliva has a molecular structure,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,space,0.125,,,,,,,,,,j,0,1.773,,0,79,79,37,1,Numbers can go on forever,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,f,1,1.532,,0,80,80,70,1,Grass needs nutrients,f,,
,,,,,,,,3758,2022-04-06_18h15.47.505,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,,,,,,,,,,,,
