INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1496,,,,,,,,,j,1,,0,51,51,111,1,A circle is a flavor,j,1.1653,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.2363,,,,,,,,,f,1,,0,52,52,37,1,Numbers can go on forever,f,2.1185,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1338,,,,,,,,,j,1,,0,53,53,119,1,A motorcycle is a person,j,0.9019,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1663,,,,,,,,,j,1,,0,54,54,59,1,Comets are alive,j,0.9154,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1889,,,,,,,,,f,1,,0,55,55,101,1,Jupiter is in our solar system,f,1.0456,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1531,,,,,,,,,f,1,,0,56,56,55,1,Concrete is composed of matter,f,1.0385,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1405,,,,,,,,,f,1,,0,57,57,49,1,Pelicans are alive,f,0.7866,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1759,,,,,,,,,f,1,,0,58,58,25,1,Space is infinite,f,0.9017,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.172,,,,,,,,,f,1,,0,59,59,27,1,Space is endless,f,0.7697,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1504,,,,,,,,,f,1,,0,60,60,97,1,Dolphins can swim in the ocean,f,0.9521,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1885,,,,,,,,,f,0,,0,61,61,87,1,Dreams have a molecular structure,j,0.9574,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1691,,,,,,,,,f,1,,0,62,62,89,1,A square is a shape,f,1.0339,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.3175,,,,,,,,,f,1,,0,63,63,42,1,The number five has an end,f,0.9328,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,1.2436,,,,,,,,,f,0,,0,64,64,24,1,Space is finite,j,0.9229,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.173,,,,,,,,,j,1,,0,65,65,60,1,Robots need nutrients,j,1.0213,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.169,,,,,,,,,f,1,,0,66,66,107,1,A pencil is used to write,f,0.8988,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1398,,,,,,,,,j,1,,0,67,67,36,1,Numbers cannot go on forever,j,1.2554,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1552,,,,,,,,,f,1,,0,68,68,31,1,Space can always be further divided,f,1.3676,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1169,,,,,,,,,f,1,,0,69,69,75,1,Frost is composed of matter,f,1.4048,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.202,,,,,,,,,f,1,,0,70,70,70,1,Grass needs nutrients,f,0.9809,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1354,,,,,,,,,f,1,,0,71,71,92,1,Dinosaurs are extinct,f,0.9995,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1183,,,,,,,,,j,1,,0,72,72,79,1,Forks are alive,j,0.8286,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1502,,,,,,,,,j,1,,0,73,73,61,1,Sailboats reproduce,j,0.883,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1733,,,,,,,,,f,1,,0,74,74,77,1,Saliva has a molecular structure,f,1.2295,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1386,,,,,,,,,j,1,,0,75,75,115,1,Yellow is an animal,j,0.9442,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.7609,,,,,,,,,f,0,,0,76,76,122,1,The Earth is a star,j,0.8598,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1761,,,,,,,,,j,1,,0,77,77,38,1,Numbers cannot always be further divided,j,1.5365,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1509,,,,,,,,,f,1,,0,78,78,102,1,The Earth is a planet,f,0.9657,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.1588,,,,,,,,,j,1,,0,79,79,58,1,Clocks are alive,j,1.2516,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,space,0.7586,,,,,,,,,j,0,,0,80,80,7,1,A minute can always be further divided,f,1.4026,,
,,,,,,,4863,2022-04-06_17h01.16.410,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.08893162,,,,,,,,,,,,,,,,,,,,,,,,,,,
