INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2965,,,,,,,,,,j,1,,0,60,60,87,1,Dreams have a molecular structure,j,1.2813,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2751,,,,,,,,,,j,1,,0,61,61,109,1,A square is a color,j,0.9814,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3732,,,,,,,,,,j,1,,0,62,62,118,1,A horse is used to tell time,j,1.2728,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2795,,,,,,,,,,f,1,,0,63,63,89,1,A square is a shape,f,1.0329,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3652,,,,,,,,,,f,1,,0,64,64,102,1,The Earth is a planet,f,0.9337,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3336,,,,,,,,,,j,0,,0,65,65,76,1,Pollen has a molecular structure,f,1.2015,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2501,,,,,,,,,,f,0,,0,66,66,24,1,Space is finite,j,1.0076,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3671,,,,,,,,,,f,1,,0,67,67,52,1,Frogs reproduce,f,1.0947,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3564,,,,,,,,,,f,1,,0,68,68,98,1,A clock is used to tell time,f,0.8334,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2862,,,,,,,,,,j,1,,0,69,69,60,1,Robots need nutrients,j,0.9693,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3166,,,,,,,,,,f,1,,0,70,70,37,1,Numbers can go on forever,f,0.9682,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.467,,,,,,,,,,j,0,,0,71,71,57,1,Rocks have a molecular structure,f,1.1684,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2397,,,,,,,,,,j,1,,0,72,72,20,1,Time cannot go on forever,j,1.2336,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.4537,,,,,,,,,,f,1,,0,73,73,68,1,Algae is alive,f,0.8028,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2739,,,,,,,,,,j,1,,0,74,74,13,1,An inch can go on forever,j,1.3601,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3014,,,,,,,,,,j,0,,0,75,75,35,1,Numbers are endless,f,1.0166,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2691,,,,,,,,,,f,1,,0,76,76,47,1,The number five can always be further divided,f,1.4667,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.6004,,,,,,,,,,j,0,,0,77,77,99,1,A motorcycle is a vehicle,f,1.4267,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2678,,,,,,,,,,j,1,,0,78,78,66,1,Music has a molecular structure,j,0.968,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.3014,,,,,,,,,,f,1,,0,79,79,96,1,Fish can swim in the ocean,f,0.7181,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,space,0.2034,,,,,,,,,,j,0,,0,80,80,4,1,A minute cannot go on forever,f,1.4335,,,
,,,,,,,,2255,2022-04-06_18h58.16.102,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,59.54507562,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.2227
