INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,endstudykey.keys,endstudykey.rt
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3751,,,,,,,,,,j,1,3.0678,,0,5,5,22,1,Time cannot always be further divided,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3325,,,,,,,,,,j,1,0.9463,,0,6,6,79,1,Forks are alive,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3034,,,,,,,,,,f,1,1.1311,,0,7,7,92,1,Dinosaurs are extinct,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2861,,,,,,,,,,j,1,1.2419,,0,8,8,124,1,The president of the United States is Oprah,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.5034,,,,,,,,,,f,1,1.5623,,0,9,9,90,1,A triangle is not an animal,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3216,,,,,,,,,,j,0,2.0687,,0,10,10,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3375,,,,,,,,,,j,0,1.7982,,0,11,11,0,1,A minute is finite,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3154,,,,,,,,,,j,1,1.8311,,0,12,12,34,1,Numbers have an end,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3023,,,,,,,,,,j,1,1.9667,,0,13,13,41,1,The number five is infinite,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2759,,,,,,,,,,j,1,0.9828,,0,14,14,119,1,A motorcycle is a person,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2481,,,,,,,,,,j,1,1.0293,,0,15,15,110,1,A triangle is an animal,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2885,,,,,,,,,,j,1,1.5775,,0,16,16,66,1,Music has a molecular structure,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2935,,,,,,,,,,j,1,1.1715,,0,17,17,118,1,A horse is used to tell time,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3159,,,,,,,,,,f,1,1.3665,,0,18,18,29,1,Space can go on forever,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.27,,,,,,,,,,f,1,1.8134,,0,19,19,76,1,Pollen has a molecular structure,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3209,,,,,,,,,,f,1,1.5969,,0,20,20,74,1,Foam is composed of matter,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.292,,,,,,,,,,f,1,1.2273,,0,21,21,55,1,Concrete is composed of matter,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2874,,,,,,,,,,j,1,1.0231,,0,22,22,63,1,Color can be put in a container,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.276,,,,,,,,,,j,1,1.184,,0,23,23,121,1,Jupiter is the planet we live on,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2897,,,,,,,,,,j,1,1.1201,,0,24,24,82,1,Stones reproduce,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2234,,,,,,,,,,f,1,1.1965,,0,25,25,25,1,Space is infinite,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2822,,,,,,,,,,f,1,0.9064,,0,26,26,69,1,Bacteria are alive,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.4227,,,,,,,,,,j,1,2.285,,0,27,27,30,1,Space cannot always be further divided,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3977,,,,,,,,,,f,0,2.0272,,0,28,28,6,1,A minute cannot always be further divided,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2342,,,,,,,,,,j,0,1.2602,,0,29,29,57,1,Rocks have a molecular structure,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,1.0013,,,,,,,,,,f,0,0.2489,,0,30,30,122,1,The Earth is a star,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3167,,,,,,,,,,j,1,1.4856,,0,31,31,109,1,A square is a color,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.287,,,,,,,,,,j,1,1.689,,0,32,32,127,1,A zebra is used to write,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2378,,,,,,,,,,j,1,0.8708,,0,33,33,120,1,A truck is an animal,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2654,,,,,,,,,,f,1,1.3559,,0,34,34,2,1,A minute has an end,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2815,,,,,,,,,,j,0,1.5796,,0,35,35,39,1,Numbers can always be further divided,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2652,,,,,,,,,,f,1,1.0653,,0,36,36,104,1,The United States has a president,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2477,,,,,,,,,,f,1,1.0472,,0,37,37,48,1,Crocodiles are alive,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3673,,,,,,,,,,j,1,1.0795,,0,38,38,43,1,The number five is endless,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2686,,,,,,,,,,j,1,1.0631,,0,39,39,80,1,Mittens need nutrients,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,,,,,,,,,,,,f,1,0.9149,,0,40,40,107,1,A pencil is used to write,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,3.8828,,,,,,,,,,f,1,2.1348,,0,41,41,70,1,Grass needs nutrients,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.603,,,,,,,,,,j,1,1.4336,,0,42,42,112,1,Dinosaurs are not extinct,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3426,,,,,,,,,,f,1,1.7567,,0,43,43,51,1,Tigers reproduce,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3677,,,,,,,,,,f,1,1.3511,,0,44,44,42,1,The number five has an end,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3731,,,,,,,,,,j,1,1.2431,,0,45,45,13,1,An inch can go on forever,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.4188,,,,,,,,,,j,1,1.107,,0,46,46,86,1,Words have a molecular structure,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.307,,,,,,,,,,f,1,1.7043,,0,47,47,106,1,Humans cannot breathe water,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1922,,,,,,,,,,f,1,0.9838,,0,48,48,93,1,Magenta is a color,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2685,,,,,,,,,,j,0,1.3175,,0,49,49,8,1,An inch is finite,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2884,,,,,,,,,,f,1,1.8176,,0,50,50,101,1,Jupiter is in our solar system,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.3005,,,,,,,,,,j,1,0.984,,0,51,51,81,1,Tables reproduce,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.191,,,,,,,,,,f,1,0.8699,,0,52,52,98,1,A clock is used to tell time,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2748,,,,,,,,,,f,1,1.3763,,0,53,53,88,1,This sentence is written in English,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2745,,,,,,,,,,f,0,1.4915,,0,54,54,32,1,Numbers are finite,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.26,,,,,,,,,,j,1,1.2545,,0,55,55,113,1,Magenta is a shape,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2203,,,,,,,,,,j,1,1.2667,,0,56,56,125,1,There are ninty states in the United States,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2344,,,,,,,,,,f,1,0.9421,,0,57,57,52,1,Frogs reproduce,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2506,,,,,,,,,,j,1,1.8029,,0,58,58,9,1,An inch is infinite,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2341,,,,,,,,,,j,1,1.1335,,0,59,59,61,1,Sailboats reproduce,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2341,,,,,,,,,,f,1,1.1331,,0,60,60,12,1,An inch cannot go on forever,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.176,,,,,,,,,,j,1,1.5337,,0,61,61,5,1,A minute can go on forever,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1887,,,,,,,,,,j,1,0.8412,,0,62,62,11,1,An inch is endless,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1606,,,,,,,,,,j,1,1.621,,0,63,63,84,1,Silence is composed of matter,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1864,,,,,,,,,,j,0,1.5034,,0,64,64,31,1,Space can always be further divided,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.184,,,,,,,,,,f,1,1.6005,,0,65,65,75,1,Frost is composed of matter,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2005,,,,,,,,,,j,0,0.8417,,0,66,66,72,1,Mushrooms reproduce,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2266,,,,,,,,,,f,1,1.3517,,0,67,67,33,1,Numbers are infinite,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2178,,,,,,,,,,j,0,1.1594,,0,68,68,27,1,Space is endless,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.7844,,,,,,,,,,j,0,1.1398,,0,69,69,37,1,Numbers can go on forever,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2187,,,,,,,,,,j,1,1.6341,,0,70,70,59,1,Comets are alive,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2925,,,,,,,,,,f,1,1.3846,,0,71,71,19,1,Time is endless,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2166,,,,,,,,,,f,1,0.9509,,0,72,72,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1845,,,,,,,,,,j,0,0.8567,,0,73,73,71,1,Oaks reproduce,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2256,,,,,,,,,,f,1,0.8676,,0,74,74,94,1,Orange is a color,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1843,,,,,,,,,,j,0,1.1917,,0,75,75,7,1,A minute can always be further divided,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.352,,,,,,,,,,f,1,2.1107,,0,76,76,40,1,The number five is finite,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2178,,,,,,,,,,j,1,0.8414,,0,77,77,3,1,A minute is endless,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1672,,,,,,,,,,f,1,2.3054,,0,78,78,77,1,Saliva has a molecular structure,f,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.2498,,,,,,,,,,f,0,1.7585,,0,79,79,14,1,An inch cannot always be further divided,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,space,0.1891,,,,,,,,,,j,1,1.0892,,0,80,80,126,1,Humans can breathe water,j,,
,,,,,,,,1490,2022-04-06_17h36.48.165,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.36095853,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.8853
