INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,Advance_Resp.keys,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,Advance_Resp.rt,key_resp.rt
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,4,4,59,1,Comets are alive,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,5,5,110,1,A triangle is an animal,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,6,6,26,1,Space has an end,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,7,7,43,1,The number five is endless,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,8,8,52,1,Frogs reproduce,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,9,9,68,1,Algae is alive,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,10,10,54,1,Dumbells are composed of matter,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,11,11,115,1,Yellow is an animal,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,12,12,102,1,The Earth is a planet,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,13,13,62,1,Helicopters reproduce,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,14,14,35,1,Numbers are endless,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,15,15,66,1,Music has a molecular structure,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,16,16,7,1,A minute can always be further divided,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,17,17,64,1,Echoes are composed of matter,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,18,18,32,1,Numbers are finite,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,19,19,1,1,A minute is infinite,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,20,20,27,1,Space is endless,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,21,21,0,1,A minute is finite,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,22,22,60,1,Robots need nutrients,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,23,23,9,1,An inch is infinite,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,24,24,28,1,Space cannot go on forever,j,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,25,25,8,1,An inch is finite,f,,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,space,,,,,,,,,,0,,0,26,26,69,1,Bacteria are alive,f,6.3138,
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,f,0,,0,27,27,65,1,Shadows are composed of matter,j,,3.7304
,,,,,,,6156,2022-04-06_15h57.38.721,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.93102608,,,,,,,,,,,,,0,,0,28,28,19,1,Time is endless,f,,
