INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,j,1,0.66,space,1.996,0,5,5,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,f,1,1.644,space,5.684,0,6,6,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,f,0,1.324,space,1.883,0,7,7,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,f,1,1.432,space,1.974,0,8,8,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,f,1,1.746,space,0.833,0,9,9,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.993,,,,,,,,space,2.822,j,1,1.795,,0,0,0,46,1,The number five cannot always be further divided,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.872,,,,,,,,,,j,1,1.308,,0,1,1,61,1,Sailboats reproduce,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.63,,,,,,,,,,j,0,2.074,,0,2,2,53,1,Bricks can be put in a container,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.811,,,,,,,,,,f,1,0.981,,0,3,3,49,1,Pelicans are alive,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.942,,,,,,,,,,f,1,1.481,,0,4,4,55,1,Concrete is composed of matter,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.958,,,,,,,,,,j,1,1.274,,0,5,5,34,1,Numbers have an end,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.647,,,,,,,,,,f,0,0.902,,0,6,6,67,1,Gravity has a molecular structure,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.762,,,,,,,,,,j,1,1.004,,0,7,7,127,1,A zebra is used to write,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.685,,,,,,,,,,f,1,2.096,,0,8,8,44,1,The number five cannot go on forever,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.993,,,,,,,,,,f,1,1.041,,0,9,9,71,1,Oaks reproduce,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.885,,,,,,,,,,j,1,1.331,,0,10,10,28,1,Space cannot go on forever,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.87,,,,,,,,,,j,1,1.515,,0,11,11,124,1,The president of the United States is Oprah,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.773,,,,,,,,,,f,1,0.932,,0,12,12,94,1,Orange is a color,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.536,,,,,,,,,,f,1,0.93,,0,13,13,104,1,The United States has a president,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.791,,,,,,,,,,j,1,1.142,,0,14,14,121,1,Jupiter is the planet we live on,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.807,,,,,,,,,,f,1,0.934,,0,15,15,98,1,A clock is used to tell time,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.685,,,,,,,,,,f,1,0.909,,0,16,16,100,1,A truck is a vehicle,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.709,,,,,,,,,,f,0,1.195,,0,17,17,16,1,Time is finite,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.684,,,,,,,,,,j,0,1.221,,0,18,18,19,1,Time is endless,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.735,,,,,,,,,,f,0,1.245,,0,19,19,122,1,The Earth is a star,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.96,,,,,,,,,,j,0,1.522,,0,20,20,42,1,The number five has an end,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.611,,,,,,,,,,f,1,1.378,,0,21,21,96,1,Fish can swim in the ocean,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.609,,,,,,,,,,f,1,0.96,,0,22,22,72,1,Mushrooms reproduce,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.619,,,,,,,,,,j,1,1.391,,0,23,23,85,1,Thoughts are composed of matter,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.609,,,,,,,,,,j,1,1.436,,0,24,24,20,1,Time cannot go on forever,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.635,,,,,,,,,,j,1,1.538,,0,25,25,30,1,Space cannot always be further divided,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.546,,,,,,,,,,f,1,0.92,,0,26,26,68,1,Algae is alive,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.537,,,,,,,,,,j,1,1.147,,0,27,27,26,1,Space has an end,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.042,,,,,,,,,,j,1,1.156,,0,28,28,14,1,An inch cannot always be further divided,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.557,,,,,,,,,,j,1,1.146,,0,29,29,78,1,Hammers are alive,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.483,,,,,,,,,,j,1,0.989,,0,30,30,3,1,A minute is endless,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.971,,,,,,,,,,f,0,1.46,,0,31,31,60,1,Robots need nutrients,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.585,,,,,,,,,,j,0,1.466,,0,32,32,25,1,Space is infinite,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.474,,,,,,,,,,j,1,1.251,,0,33,33,114,1,Lightbulbs are made of clay,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.674,,,,,,,,,,f,1,1.27,,0,34,34,75,1,Frost is composed of matter,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.832,,,,,,,,,,f,1,0.795,,0,35,35,91,1,A circle is a shape,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.621,,,,,,,,,,j,1,1.074,,0,36,36,87,1,Dreams have a molecular structure,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.771,,,,,,,,,,j,0,1.449,,0,37,37,35,1,Numbers are endless,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.862,,,,,,,,,,f,1,1.327,,0,38,38,4,1,A minute cannot go on forever,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.695,,,,,,,,,,j,1,1.107,,0,39,39,86,1,Words have a molecular structure,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.098,,,,,,,,,,f,1,1.059,space,0,40,40,101,1,Jupiter is in our solar system,f,1.431,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.642,,,,,,,,,,j,1,1.957,,0,41,41,22,1,Time cannot always be further divided,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.547,,,,,,,,,,f,1,1.428,,0,42,42,17,1,Time is infinite,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.637,,,,,,,,,,f,1,1.708,,0,43,43,0,1,A minute is finite,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.809,,,,,,,,,,f,0,1.094,,0,44,44,66,1,Music has a molecular structure,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,2.463,,,,,,,,,,j,0,1.314,,0,45,45,23,1,Time can always be further divided,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.396,,,,,,,,,,j,0,0.925,,0,46,46,90,1,A triangle is not an animal,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.661,,,,,,,,,,f,1,0.919,,0,47,47,92,1,Dinosaurs are extinct,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.698,,,,,,,,,,j,1,0.938,,0,48,48,62,1,Helicopters reproduce,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.623,,,,,,,,,,j,0,1.762,,0,49,49,47,1,The number five can always be further divided,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.111,,,,,,,,,,f,1,1.932,,0,50,50,12,1,An inch cannot go on forever,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.498,,,,,,,,,,f,0,1.719,,0,51,51,6,1,A minute cannot always be further divided,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.561,,,,,,,,,,f,1,1.187,,0,52,52,74,1,Foam is composed of matter,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.56,,,,,,,,,,j,1,1.315,,0,53,53,24,1,Space is finite,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.824,,,,,,,,,,j,1,1.267,,0,54,54,11,1,An inch is endless,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.822,,,,,,,,,,j,1,1.134,,0,55,55,1,1,A minute is infinite,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.712,,,,,,,,,,f,1,0.91,,0,56,56,69,1,Bacteria are alive,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.747,,,,,,,,,,f,1,1.465,,0,57,57,76,1,Pollen has a molecular structure,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.875,,,,,,,,,,j,1,0.788,,0,58,58,115,1,Yellow is an animal,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.909,,,,,,,,,,j,1,1.143,,0,59,59,45,1,The number five can go on forever,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.323,,,,,,,,,,j,1,0.771,,0,60,60,9,1,An inch is infinite,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.571,,,,,,,,,,j,0,1.001,,0,61,61,27,1,Space is endless,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.909,,,,,,,,,,f,1,0.883,,0,62,62,93,1,Magenta is a color,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.57,,,,,,,,,,j,1,1.296,,0,63,63,126,1,Humans can breathe water,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.648,,,,,,,,,,f,1,2.552,,0,64,64,73,1,Bubbles can be put in a container,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.674,,,,,,,,,,f,1,1.19,,0,65,65,57,1,Rocks have a molecular structure,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.598,,,,,,,,,,j,0,1.374,,0,66,66,7,1,A minute can always be further divided,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.685,,,,,,,,,,f,1,1.52,,0,67,67,88,1,This sentence is written in English,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.159,,,,,,,,,,j,1,1.011,,0,68,68,109,1,A square is a color,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.082,,,,,,,,,,j,1,1.092,,0,69,69,116,1,Fish cannot swim in the ocean,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.622,,,,,,,,,,j,1,1.472,,0,70,70,83,1,Songs can be put in a container,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.718,,,,,,,,,,j,1,0.873,,0,71,71,111,1,A circle is a flavor,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.693,,,,,,,,,,j,1,0.826,,0,72,72,120,1,A truck is an animal,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.672,,,,,,,,,,j,1,0.946,,0,73,73,82,1,Stones reproduce,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.949,,,,,,,,,,f,1,1.164,,0,74,74,77,1,Saliva has a molecular structure,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.627,,,,,,,,,,j,1,1.596,,0,75,75,125,1,There are ninty states in the United States,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,1.097,,,,,,,,,,j,1,0.868,,0,76,76,41,1,The number five is infinite,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.811,,,,,,,,,,j,1,1.178,,0,77,77,117,1,Dolphins cannot swim in the ocean,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.872,,,,,,,,,,j,1,0.858,,0,78,78,110,1,A triangle is an animal,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.896,,,,,,,,,,f,1,1.063,,0,79,79,97,1,Dolphins can swim in the ocean,f,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,space,0.997,,,,,,,,,,j,1,0.888,,0,80,80,59,1,Comets are alive,j,,
,,,,,,,8789,2022-04-06_17h00.11.771,ImplicitInfinitySC-FASTTASK,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
