INSTRESP.keys,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,INSTRESP.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,key_resp.rt,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,f,0,1.1041,space,0.6836,0,7,7,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,f,1,1.8987,space,0.534,0,8,8,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,j,1,0.866,space,0.3062,0,9,9,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,,,,,,,,,,,,0,,0,0,0,16,1,Time is finite,j,,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,,,,,,,,,,,,0,,0,1,1,72,1,Mushrooms reproduce,f,,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.572,,,,,,,,,f,1,,0,2,2,101,1,Jupiter is in our solar system,f,2.5325,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.49,,,,,,,,,j,0,,0,3,3,8,1,An inch is finite,f,1.1348,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.3173,,,,,,,,,f,1,,0,4,4,92,1,Dinosaurs are extinct,f,1.0045,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.3278,,,,,,,,,j,1,,0,5,5,109,1,A square is a color,j,1.0515,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.7288,,,,,,,,,j,0,,0,6,6,54,1,Dumbells are composed of matter,f,1.5261,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.4915,,,,,,,,,j,0,,0,7,7,7,1,A minute can always be further divided,f,1.7528,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.269,,,,,,,,,f,1,,0,8,8,49,1,Pelicans are alive,f,0.8606,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.3025,,,,,,,,,f,1,,0,9,9,74,1,Foam is composed of matter,f,1.2539,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.5754,,,,,,,,,j,0,,0,10,10,44,1,The number five cannot go on forever,f,1.3529,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1845,,,,,,,,,f,1,,0,11,11,95,1,Yellow is a color,f,0.843,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.4182,,,,,,,,,f,1,,0,12,12,47,1,The number five can always be further divided,f,1.4882,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2416,,,,,,,,,j,1,,0,13,13,84,1,Silence is composed of matter,j,1.3968,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.4603,,,,,,,,,f,1,,0,14,14,105,1,There are fifty states in the United States,f,1.5585,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1603,,,,,,,,,f,1,,0,15,15,93,1,Magenta is a color,f,0.7118,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.5519,,,,,,,,,j,0,,0,16,16,42,1,The number five has an end,f,1.177,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.6375,,,,,,,,,j,1,,0,17,17,127,1,A zebra is used to write,j,1.1422,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2826,,,,,,,,,f,1,,0,18,18,25,1,Space is infinite,f,1.1348,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2736,,,,,,,,,f,1,,0,19,19,12,1,An inch cannot go on forever,f,1.4663,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.234,,,,,,,,,j,1,,0,20,20,121,1,Jupiter is the planet we live on,j,1.1943,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.8263,,,,,,,,,j,1,,0,21,21,83,1,Songs can be put in a container,j,1.2907,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2403,,,,,,,,,j,1,,0,22,22,66,1,Music has a molecular structure,j,1.2531,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.3079,,,,,,,,,f,1,,0,23,23,39,1,Numbers can always be further divided,f,1.3728,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1855,,,,,,,,,j,1,,0,24,24,3,1,A minute is endless,j,1.1054,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2117,,,,,,,,,j,1,,0,25,25,112,1,Dinosaurs are not extinct,j,1.1971,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1157,,,,,,,,,j,1,,0,26,26,115,1,Yellow is an animal,j,0.936,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1186,,,,,,,,,f,1,,0,27,27,2,1,A minute has an end,f,1.1096,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1357,,,,,,,,,j,1,,0,28,28,26,1,Space has an end,j,0.9895,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1438,,,,,,,,,f,1,,0,29,29,29,1,Space can go on forever,f,0.9164,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1289,,,,,,,,,j,1,,0,30,30,85,1,Thoughts are composed of matter,j,1.2323,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1187,,,,,,,,,f,1,,0,31,31,102,1,The Earth is a planet,f,0.87,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0691,,,,,,,,,j,1,,0,32,32,78,1,Hammers are alive,j,0.8899,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.074,,,,,,,,,f,1,,0,33,33,69,1,Bacteria are alive,f,0.9291,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0907,,,,,,,,,j,1,,0,34,34,41,1,The number five is infinite,j,1.0646,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0682,,,,,,,,,f,1,,0,35,35,106,1,Humans cannot breathe water,f,1.0509,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0506,,,,,,,,,f,1,,0,36,36,104,1,The United States has a president,f,1.1346,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0711,,,,,,,,,j,1,,0,37,37,43,1,The number five is endless,j,0.9345,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.042,,,,,,,,,f,1,,0,38,38,51,1,Tigers reproduce,f,0.9711,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0178,,,,,,,,,f,1,,0,39,39,96,1,Fish can swim in the ocean,f,0.9021,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.6398,,,,,,,,,f,1,space,0,40,40,89,1,A square is a shape,f,0.9015,1.5242,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,1.162,,,,,,,,,f,1,,0,41,41,88,1,This sentence is written in English,f,1.0908,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.3746,,,,,,,,,j,1,,0,42,42,30,1,Space cannot always be further divided,j,1.5137,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,2.2226,,,,,,,,,j,1,,0,43,43,34,1,Numbers have an end,j,1.3187,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,2.8192,,,,,,,,,f,0,,0,44,44,24,1,Space is finite,j,0.9506,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.6126,,,,,,,,,f,1,,0,45,45,21,1,Time can go on forever,f,1.1206,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.285,,,,,,,,,f,1,,0,46,46,91,1,A circle is a shape,f,1.0052,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1829,,,,,,,,,f,1,,0,47,47,52,1,Frogs reproduce,f,0.8225,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2765,,,,,,,,,j,1,,0,48,48,82,1,Stones reproduce,j,1.1856,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1024,,,,,,,,,f,1,,0,49,49,70,1,Grass needs nutrients,f,0.9737,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,1.4951,,,,,,,,,j,1,,0,50,50,117,1,Dolphins cannot swim in the ocean,j,1.0059,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1599,,,,,,,,,j,1,,0,51,51,119,1,A motorcycle is a person,j,0.9151,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.6737,,,,,,,,,f,0,,0,52,52,118,1,A horse is used to tell time,j,0.9745,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.093,,,,,,,,,f,1,,0,53,53,94,1,Orange is a color,f,0.7643,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0172,,,,,,,,,f,1,,0,54,54,97,1,Dolphins can swim in the ocean,f,0.9559,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0239,,,,,,,,,f,1,,0,55,55,103,1,The United States is a country,f,0.85,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0795,,,,,,,,,j,1,,0,56,56,32,1,Numbers are finite,j,1.3745,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0535,,,,,,,,,f,1,,0,57,57,17,1,Time is infinite,f,1.73,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2855,,,,,,,,,j,1,,0,58,58,67,1,Gravity has a molecular structure,j,1.6827,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0684,,,,,,,,,j,1,,0,59,59,58,1,Clocks are alive,j,1.0177,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0526,,,,,,,,,j,1,,0,60,60,5,1,A minute can go on forever,j,1.0718,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0347,,,,,,,,,j,1,,0,61,61,1,1,A minute is infinite,j,1.151,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0362,,,,,,,,,f,1,,0,62,62,57,1,Rocks have a molecular structure,f,1.42,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0277,,,,,,,,,j,0,,0,63,63,4,1,A minute cannot go on forever,f,0.9859,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0358,,,,,,,,,j,1,,0,64,64,45,1,The number five can go on forever,j,1.0528,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0551,,,,,,,,,f,1,,0,65,65,56,1,Diamonds have a molecular structure,f,0.956,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0763,,,,,,,,,j,0,,0,66,66,31,1,Space can always be further divided,f,1.2479,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0566,,,,,,,,,j,1,,0,67,67,28,1,Space cannot go on forever,j,1.5949,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0305,,,,,,,,,f,0,,0,68,68,126,1,Humans can breathe water,j,1.1761,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0853,,,,,,,,,f,1,,0,69,69,27,1,Space is endless,f,1.1974,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0366,,,,,,,,,j,1,,0,70,70,62,1,Helicopters reproduce,j,0.8758,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.1003,,,,,,,,,f,1,,0,71,71,68,1,Algae is alive,f,0.8097,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0384,,,,,,,,,j,1,,0,72,72,108,1,This sentence is written in Spanish,j,1.0197,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0524,,,,,,,,,j,1,,0,73,73,80,1,Mittens need nutrients,j,1.0742,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0965,,,,,,,,,j,0,,0,74,74,23,1,Time can always be further divided,f,1.1236,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.2191,,,,,,,,,j,0,,0,75,75,90,1,A triangle is not an animal,f,1.0195,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0242,,,,,,,,,j,0,,0,76,76,71,1,Oaks reproduce,f,1.2452,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0572,,,,,,,,,j,1,,0,77,77,60,1,Robots need nutrients,j,0.8689,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0675,,,,,,,,,j,1,,0,78,78,20,1,Time cannot go on forever,j,1.1882,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0602,,,,,,,,,j,1,,0,79,79,61,1,Sailboats reproduce,j,0.8179,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,space,0.0738,,,,,,,,,f,1,,0,80,80,100,1,A truck is a vehicle,f,1.2219,,,
,,,,,,,9505,2022-04-06_16h04.24.235,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,60.00960154,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.8286
