INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,j,0,3.0475,space,1.3241,0,8,8,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,f,0,2.754,space,1.4073,0,9,9,5,1,A truck is an animal,j,,,,,,,,,,,,,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,3.1897,,,,,,,,,j,1,2.5127,,0,0,0,112,1,Dinosaurs are not extinct,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.133,,,,,,,,,f,0,1.9064,,0,1,1,126,1,Humans can breathe water,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.25,,,,,,,,,j,0,3.0406,,0,2,2,53,1,Bricks can be put in a container,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.0305,,,,,,,,,f,1,0.4254,,0,3,3,91,1,A circle is a shape,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.4354,,,,,,,,,f,0,1.7565,,0,4,4,58,1,Clocks are alive,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.8128,,,,,,,,,j,0,2.4058,,0,5,5,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.8944,,,,,,,,,f,1,1.7064,,0,6,6,73,1,Bubbles can be put in a container,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.6229,,,,,,,,,f,0,3.0379,,0,7,7,121,1,Jupiter is the planet we live on,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.5896,,,,,,,,,j,1,2.2557,,0,8,8,62,1,Helicopters reproduce,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.6961,,,,,,,,,,0,,,0,9,9,42,1,The number five has an end,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.3085,,,,,,,,,f,0,2.1796,,0,10,10,28,1,Space cannot go on forever,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.3984,,,,,,,,,j,0,0.885,,0,11,11,75,1,Frost is composed of matter,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.1508,,,,,,,,,j,0,1.1935,,0,12,12,70,1,Grass needs nutrients,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.465,,,,,,,,,f,0,0.5854,,0,13,13,11,1,An inch is endless,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.3215,,,,,,,,,j,0,0.251,,0,14,14,31,1,Space can always be further divided,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.2916,,,,,,,,,j,1,0.2757,,0,15,15,16,1,Time is finite,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.7483,,,,,,,,,j,0,1.973,,0,16,16,103,1,The United States is a country,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.4732,,,,,,,,,f,0,0.6251,,0,17,17,59,1,Comets are alive,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.349,,,,,,,,,j,1,0.184,,0,18,18,67,1,Gravity has a molecular structure,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.7225,,,,,,,,,j,1,3.0953,,0,19,19,46,1,The number five cannot always be further divided,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.0026,,,,,,,,,j,1,0.1367,,0,20,20,108,1,This sentence is written in Spanish,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.0643,,,,,,,,,f,0,0.0187,,0,21,21,26,1,Space has an end,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.0411,,,,,,,,,f,0,1.3818,,0,22,22,109,1,A square is a color,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.8405,,,,,,,,,j,0,1.8329,,0,23,23,71,1,Oaks reproduce,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.1004,,,,,,,,,j,0,0.6499,,0,24,24,17,1,Time is infinite,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.999,,,,,,,,,f,1,0.9745,,0,25,25,15,1,An inch can be always further divided,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.1357,,,,,,,,,j,0,1.6229,,0,26,26,77,1,Saliva has a molecular structure,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.573,,,,,,,,,f,0,0.5832,,0,27,27,82,1,Stones reproduce,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.2799,,,,,,,,,j,1,1.1654,,0,28,28,66,1,Music has a molecular structure,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.3979,,,,,,,,,f,0,0.1173,,0,29,29,122,1,The Earth is a star,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.0154,,,,,,,,,j,0,0.1005,,0,30,30,2,1,A minute has an end,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.2464,,,,,,,,,f,0,1.1078,,0,31,31,38,1,Numbers cannot always be further divided,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.7404,,,,,,,,,f,1,3.1576,,0,32,32,0,1,A minute is finite,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.6477,,,,,,,,,j,0,2.5795,,0,33,33,100,1,A truck is a vehicle,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.8246,,,,,,,,,j,0,2.1224,,0,34,34,7,1,A minute can always be further divided,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.2739,,,,,,,,,j,1,2.6066,,0,35,35,45,1,The number five can go on forever,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.8418,,,,,,,,,f,1,1.4832,,0,36,36,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.4154,,,,,,,,,j,1,1.4588,,0,37,37,6,1,A minute cannot always be further divided,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.0488,,,,,,,,,j,0,1.192,,0,38,38,55,1,Concrete is composed of matter,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.1515,,,,,,,,,f,1,0.6575,,0,39,39,88,1,This sentence is written in English,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,3.4901,,,,,,,,,f,0,0.7924,space,0,40,40,84,1,Silence is composed of matter,j,0.7827,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.9347,,,,,,,,,,0,,,0,41,41,50,1,Turtles need nutrients,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.7013,,,,,,,,,j,1,3.8032,,0,42,42,120,1,A truck is an animal,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6415,,,,,,,,,j,1,2.6713,,0,43,43,113,1,Magenta is a shape,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.8009,,,,,,,,,f,1,3.3033,,0,44,44,105,1,There are fifty states in the United States,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6001,,,,,,,,,j,1,2.8207,,0,45,45,61,1,Sailboats reproduce,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.9556,,,,,,,,,,0,,,0,46,46,72,1,Mushrooms reproduce,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.1151,,,,,,,,,f,1,3.3698,,0,47,47,35,1,Numbers are endless,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.803,,,,,,,,,j,0,2.8461,,0,48,48,10,1,An inch has an end,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6688,,,,,,,,,j,0,3.2381,,0,49,49,23,1,Time can always be further divided,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6908,,,,,,,,,j,0,1.4735,,0,50,50,76,1,Pollen has a molecular structure,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.7908,,,,,,,,,f,1,2.0004,,0,51,51,8,1,An inch is finite,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.7245,,,,,,,,,j,1,3.8361,,0,52,52,80,1,Mittens need nutrients,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.644,,,,,,,,,j,1,2.3828,,0,53,53,34,1,Numbers have an end,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6176,,,,,,,,,f,0,1.8476,,0,54,54,20,1,Time cannot go on forever,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.7832,,,,,,,,,f,1,3.0736,,0,55,55,69,1,Bacteria are alive,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.0742,,,,,,,,,f,1,1.5944,,0,56,56,49,1,Pelicans are alive,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6278,,,,,,,,,f,1,2.713,,0,57,57,104,1,The United States has a president,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.717,,,,,,,,,j,1,2.9949,,0,58,58,60,1,Robots need nutrients,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6499,,,,,,,,,j,0,2.3669,,0,59,59,37,1,Numbers can go on forever,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.7306,,,,,,,,,,0,,,0,60,60,12,1,An inch cannot go on forever,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.499,,,,,,,,,f,1,2.9622,,0,61,61,57,1,Rocks have a molecular structure,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.3569,,,,,,,,,,0,,,0,62,62,5,1,A minute can go on forever,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6674,,,,,,,,,f,1,2.947,,0,63,63,48,1,Crocodiles are alive,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.8181,,,,,,,,,j,1,2.0727,,0,64,64,24,1,Space is finite,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6245,,,,,,,,,f,1,2.1152,,0,65,65,51,1,Tigers reproduce,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.9163,,,,,,,,,,0,,,0,66,66,30,1,Space cannot always be further divided,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.0255,,,,,,,,,j,1,1.7732,,0,67,67,86,1,Words have a molecular structure,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.216,,,,,,,,,f,1,2.9403,,0,68,68,68,1,Algae is alive,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.7345,,,,,,,,,j,0,2.921,,0,69,69,47,1,The number five can always be further divided,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6585,,,,,,,,,f,1,2.7962,,0,70,70,107,1,A pencil is used to write,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6678,,,,,,,,,j,1,3.6277,,0,71,71,83,1,Songs can be put in a container,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6595,,,,,,,,,j,0,2.0985,,0,72,72,29,1,Space can go on forever,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6689,,,,,,,,,f,1,2.7708,,0,73,73,96,1,Fish can swim in the ocean,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.6772,,,,,,,,,f,1,3.8951,,0,74,74,106,1,Humans cannot breathe water,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.4912,,,,,,,,,j,1,3.4125,,0,75,75,13,1,An inch can go on forever,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.5852,,,,,,,,,j,0,3.354,,0,76,76,33,1,Numbers are infinite,f,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,4.2188,,,,,,,,,,0,,,0,77,77,111,1,A circle is a flavor,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,1.082,,,,,,,,,j,1,2.7053,,0,78,78,3,1,A minute is endless,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,2.4051,,,,,,,,,,0,,,0,79,79,115,1,Yellow is an animal,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,space,0.866,,,,,,,,,f,0,2.2389,,0,80,80,119,1,A motorcycle is a person,j,,
,,,,,,,,2368,2022-04-06_18h00.01.672,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,120.6272618,,,,,,,,,,,,,,,,,,,,,,,,,,
