INSTRESP.keys,INSTRESP.rt,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instrloop.ran,FastInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,Advance_Resp.keys,Advance_Resp.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp.keys,key_resp.corr,key_resp.rt,encouragekey.keys,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,FastLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.1342,,,,,,,,,j,1,1.7723,,0,1,1,13,1,An inch can go on forever,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.9412,,,,,,,,,j,0,1.6021,,0,2,2,0,1,A minute is finite,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.273,,,,,,,,,f,1,1.0978,,0,3,3,50,1,Turtles need nutrients,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,2.318,,,,,,,,,f,0,1.5397,,0,4,4,112,1,Dinosaurs are not extinct,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.97,,,,,,,,,j,1,2.0667,,0,5,5,125,1,There are ninty states in the United States,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.2931,,,,,,,,,f,1,1.4536,,0,6,6,71,1,Oaks reproduce,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.1514,,,,,,,,,f,1,0.9999,,0,7,7,89,1,A square is a shape,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.0832,,,,,,,,,f,1,1.4451,,0,8,8,25,1,Space is infinite,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.1719,,,,,,,,,j,1,1.736,,0,9,9,43,1,The number five is endless,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.7358,,,,,,,,,j,1,1.3791,,0,10,10,123,1,Mississippi is a country,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.9773,,,,,,,,,j,1,1.2127,,0,11,11,32,1,Numbers are finite,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.6563,,,,,,,,,j,1,1.7591,,0,12,12,20,1,Time cannot go on forever,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.8498,,,,,,,,,f,1,1.6978,,0,13,13,55,1,Concrete is composed of matter,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.582,,,,,,,,,f,1,1.3858,,0,14,14,101,1,Jupiter is in our solar system,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.723,,,,,,,,,f,1,1.6811,,0,15,15,69,1,Bacteria are alive,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.8373,,,,,,,,,j,1,1.6922,,0,16,16,58,1,Clocks are alive,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.7359,,,,,,,,,f,1,1.5865,,0,17,17,74,1,Foam is composed of matter,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.3711,,,,,,,,,f,1,1.3215,,0,18,18,88,1,This sentence is written in English,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.9277,,,,,,,,,j,0,1.7213,,0,19,19,99,1,A motorcycle is a vehicle,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.8461,,,,,,,,,f,1,1.2171,,0,20,20,48,1,Crocodiles are alive,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.3723,,,,,,,,,f,1,1.1339,,0,21,21,72,1,Mushrooms reproduce,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.812,,,,,,,,,j,0,1.4749,,0,22,22,42,1,The number five has an end,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4912,,,,,,,,,f,1,1.7367,,0,23,23,75,1,Frost is composed of matter,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.7238,,,,,,,,,f,1,1.554,,0,24,24,17,1,Time is infinite,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.456,,,,,,,,,j,1,1.698,,0,25,25,108,1,This sentence is written in Spanish,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.7548,,,,,,,,,f,1,1.1646,,0,26,26,93,1,Magenta is a color,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.9211,,,,,,,,,j,1,1.4829,,0,27,27,126,1,Humans can breathe water,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.0948,,,,,,,,,f,0,1.462,,0,28,28,114,1,Lightbulbs are made of clay,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,2.6853,,,,,,,,,j,0,1.3285,,0,29,29,98,1,A clock is used to tell time,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.0181,,,,,,,,,f,0,1.4677,,0,30,30,86,1,Words have a molecular structure,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.7842,,,,,,,,,f,0,1.1939,,0,31,31,62,1,Helicopters reproduce,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.9067,,,,,,,,,j,1,1.3357,,0,32,32,121,1,Jupiter is the planet we live on,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5451,,,,,,,,,j,1,1.1884,,0,33,33,41,1,The number five is infinite,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5612,,,,,,,,,f,1,1.459,,0,34,34,37,1,Numbers can go on forever,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4912,,,,,,,,,f,0,1.3831,,0,35,35,81,1,Tables reproduce,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3977,,,,,,,,,f,1,1.1322,,0,36,36,19,1,Time is endless,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.6711,,,,,,,,,j,0,1.38,,0,37,37,106,1,Humans cannot breathe water,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4685,,,,,,,,,f,0,2.2872,,0,38,38,36,1,Numbers cannot go on forever,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5806,,,,,,,,,f,1,1.778,,0,39,39,44,1,The number five cannot go on forever,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,2.115,,,,,,,,,f,1,1.355,space,0,40,40,102,1,The Earth is a planet,f,1.4644,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5294,,,,,,,,,f,1,1.7387,,0,41,41,39,1,Numbers can always be further divided,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4868,,,,,,,,,j,0,1.7201,,0,42,42,4,1,A minute cannot go on forever,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5266,,,,,,,,,f,0,1.3552,,0,43,43,16,1,Time is finite,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.6538,,,,,,,,,f,1,1.0639,,0,44,44,35,1,Numbers are endless,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.7801,,,,,,,,,f,1,2.281,,0,45,45,56,1,Diamonds have a molecular structure,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5811,,,,,,,,,j,1,1.4955,,0,46,46,110,1,A triangle is an animal,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3988,,,,,,,,,f,1,2.3414,,0,47,47,23,1,Time can always be further divided,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3357,,,,,,,,,f,1,2.0127,,0,48,48,2,1,A minute has an end,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3767,,,,,,,,,j,1,1.5622,,0,49,49,120,1,A truck is an animal,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5013,,,,,,,,,j,1,1.4908,,0,50,50,119,1,A motorcycle is a person,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4621,,,,,,,,,j,1,1.5751,,0,51,51,109,1,A square is a color,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4491,,,,,,,,,f,0,1.3078,,0,52,52,24,1,Space is finite,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.2899,,,,,,,,,j,1,1.7385,,0,53,53,124,1,The president of the United States is Oprah,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3148,,,,,,,,,f,1,1.689,,0,54,54,76,1,Pollen has a molecular structure,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3605,,,,,,,,,j,1,1.4257,,0,55,55,78,1,Hammers are alive,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.489,,,,,,,,,f,0,2.171,,0,56,56,30,1,Space cannot always be further divided,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.2872,,,,,,,,,j,0,1.7841,,0,57,57,31,1,Space can always be further divided,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3432,,,,,,,,,j,1,1.9006,,0,58,58,9,1,An inch is infinite,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4596,,,,,,,,,f,0,1.5704,,0,59,59,28,1,Space cannot go on forever,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.5618,,,,,,,,,j,1,1.4712,,0,60,60,67,1,Gravity has a molecular structure,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4911,,,,,,,,,j,1,1.6486,,0,61,61,118,1,A horse is used to tell time,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.609,,,,,,,,,f,1,1.5448,,0,62,62,100,1,A truck is a vehicle,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4259,,,,,,,,,j,1,1.2338,,0,63,63,79,1,Forks are alive,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,1.2179,,,,,,,,,f,0,1.7671,,0,64,64,116,1,Fish cannot swim in the ocean,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4142,,,,,,,,,j,1,1.4702,,0,65,65,113,1,Magenta is a shape,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3713,,,,,,,,,j,1,1.3124,,0,66,66,111,1,A circle is a flavor,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3688,,,,,,,,,j,1,0.8997,,0,67,67,115,1,Yellow is an animal,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.2566,,,,,,,,,j,0,1.7127,,0,68,68,47,1,The number five can always be further divided,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4424,,,,,,,,,j,1,1.7781,,0,69,69,82,1,Stones reproduce,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3529,,,,,,,,,f,0,1.6808,,0,70,70,18,1,Time has an end,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4637,,,,,,,,,f,1,1.4944,,0,71,71,10,1,An inch has an end,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3506,,,,,,,,,f,0,1.7754,,0,72,72,80,1,Mittens need nutrients,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3519,,,,,,,,,f,1,1.2761,,0,73,73,92,1,Dinosaurs are extinct,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3429,,,,,,,,,f,1,1.4531,,0,74,74,21,1,Time can go on forever,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.2234,,,,,,,,,f,1,1.7156,,0,75,75,96,1,Fish can swim in the ocean,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.326,,,,,,,,,j,0,1.0607,,0,76,76,90,1,A triangle is not an animal,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.4878,,,,,,,,,f,1,1.5413,,0,77,77,104,1,The United States has a president,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.389,,,,,,,,,f,0,1.7383,,0,78,78,61,1,Sailboats reproduce,j,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3297,,,,,,,,,f,1,1.2567,,0,79,79,27,1,Space is endless,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,space,0.3383,,,,,,,,,f,1,1.3703,,0,80,80,33,1,Numbers are infinite,f,,
,,,,,,,,4765,2022-03-31_16h34.47.129,ImplicitInfinitySC-FASTTASK,2021.2.3,Win32,38.54455751,,,,,,,,,,,,,,,,,,,,,,,,,,
